generation,fitness
0,-1000000.0
1,-1000000.0
2,-1000000.0
3,-1000000.0
4,-1000000.0
5,-1000000.0
6,-1000000.0
7,-1000000.0
8,-1000000.0
9,-1000000.0
10,-1000000.0
11,-1000000.0
12,-1000000.0
13,-1000000.0
14,-1000000.0
15,-1000000.0
16,-1000000.0
17,-1000000.0
18,-22810.97706451875
19,-22810.97706451875
20,-22810.97706451875
21,-22810.97706451875
22,-22810.97706451875
23,-22008.550548980584
24,-22008.550548980584
