time,tau_pv_full,tau_pv_red,tau_spts_full,tau_spts_red
0.0,231.17361290517124,232.35527464747878,1.6635383757654856,1.6318309757371956
1e-12,231.16426750070138,232.3459503619999,1.62277870142964,1.6037609134880337
1.0226068055733368e-12,231.164083215429,232.34576591665308,1.6393708855211013,1.6262723658360811
1.0457246788049042e-12,231.16392234989584,232.34560423558884,1.6450012800475862,1.6257230676504988
1.0693651733018866e-12,231.16375784793678,232.34543889965965,1.6383044536361138,1.619104720731702
1.0935401038616198e-12,231.16358962735484,232.34526982625513,1.645557083742832,1.6262723579350378
1.118261552376266e-12,231.16341760409472,232.34509693089714,1.6408543471087882,1.6191047153569873
1.1435418738709739e-12,231.16324169220906,232.3449201271966,1.6454180730225085,1.6225492540570066
1.1693937026785442e-12,231.1630618037959,232.3447393268075,1.6417898288965647,1.6261349733897448
1.1958299587536824e-12,231.1628778489583,232.34455443938464,1.6383044395693005,1.6216247236680046
1.2228638541299982e-12,231.16268973580102,232.34436537255698,1.6341418753598498,1.6144661033014376
1.2505088995229814e-12,231.16249737031953,232.34417203184466,1.648108296930208,1.62932935696692
1.2787789110822247e-12,231.16230065639834,232.34397432065222,1.6412534400987047,1.6225492390965695
1.3076880172963437e-12,231.16209949575622,232.34377214019443,1.6408543259401418,1.6216247113150088
1.3372506660539443e-12,231.16189378787612,232.3435653894427,1.642325633145043,1.6225492326282331
1.3674816318642409e-12,231.16168342997233,232.34335396509636,1.6444785160385744,1.62162470471172
1.398396023240905e-12,231.1614683169428,232.34313776151689,1.6413913788976073,1.6196319221521918
1.4300092902528394e-12,231.1612483413117,232.34291667068422,1.6412534231861886,1.6225492223669173
1.4623372322456506e-12,231.16102339317035,232.34269058213087,1.6413913717450825,1.6185768962917402
1.4953960057376793e-12,231.16079336011953,232.3424593828883,1.6419278798839896,1.6252064156459956
1.5292021324945354e-12,231.16055812722738,232.3422229574477,1.6443397658921766,1.625602393595683
1.5637725077861713e-12,231.16031757697084,232.34198118768288,1.6448791711606503,1.6256023897497576
1.5991244088306224e-12,231.1600715891566,232.3417339527891,1.6454180216845937,1.6261349255354787
1.6352755034286335e-12,231.15982004088426,232.3414811292536,1.6448791631111448,1.6261349215097487
1.6722438587934848e-12,231.1595628064781,232.3412225907551,1.6419278600821905,1.6252063959861647
1.7100479505804356e-12,231.15929975741255,232.3409582081208,1.644879154693594,1.6225491913880108
1.7487066721202905e-12,231.15903076226866,232.34068784926296,1.6444784731532722,1.625739610321541
1.7882393438617105e-12,231.1587556866543,232.34041137910614,1.6376332928406792,1.6184414252145092
1.8286657230269833e-12,231.158474393133,232.34012865952113,1.637736066070738,1.6154956713066333
1.87000601348608e-12,231.15818674117114,232.33983954925964,1.6413913261428201,1.622155418465459
1.9122808758539377e-12,231.15789258705695,232.33954390388277,1.6450180004552788,1.6226856382511066
1.9555114378159778e-12,231.15759178383504,232.3392415756914,1.645522232017797,1.6231811568902637
1.99971930468712e-12,231.1572841812216,232.33893241363717,1.641391311632958,1.622155404126548
2.04492657020943e-12,231.15696962554034,232.33861626326052,1.6450179855188134,1.6287935847997284
2.0911558275939045e-12,231.15664795964688,232.3382929666303,1.645522216729622,1.625705258671957
2.13843018081187e-12,231.15631902284133,232.33796236222884,1.6377360316511291,1.61907070807704
2.1867732561416394e-12,231.15598265079194,232.33762428488504,1.641391290708894,1.622155383449006
2.2362092139762058e-12,231.15563867546123,232.3372785657115,1.6434728655635846,1.622420558437139
2.28676276089787e-12,231.15528692500249,232.33692503199802,1.638270021158061,1.6203314071591777
2.338459162025835e-12,231.1549272236959,232.33656350712576,1.6437070203815956,1.6241783362290594
2.391324253642941e-12,231.15455939185307,232.33619381049678,1.6434382254607032,1.6257052252720603
2.445384456107851e-12,231.15418324571502,232.33581575742627,1.6413912617803672,1.6221553548612944
2.5006667870591413e-12,231.15379859737925,232.33542915905264,1.643169285677886,1.6239125422615175
2.557198874917888e-12,231.15340525469986,232.33503382225675,1.6447482242107272,1.625472977361807
2.615008972695512e-12,231.15300302118246,232.33462954955104,1.6395800265954747,1.622155336110448
2.6741259721137707e-12,231.15259169589925,232.3342161389835,1.6429002004758437,1.624178298984379
2.7345794180439566e-12,231.15217107337727,232.3337933840467,1.6434381869199632,1.625438660969062
2.7963995232725248e-12,231.1517409435067,232.3333610735641,1.6413567312201311,1.6236465968913378
2.859617183600518e-12,231.1513010914304,232.3329189915833,1.6395456220803228,1.6190706288086387
2.9242639932843478e-12,231.15085129743613,232.3324669172809,1.6419277198924727,1.6208943131532372
2.9903722608256483e-12,231.15039133684283,232.33200462484228,1.643203836407617,1.6254729291830186
3.0579750251180334e-12,231.1499209799048,232.3315318833526,1.6434381506090576,1.6257051510934644
3.1271060719589962e-12,231.14943999167943,232.33104845667788,1.6434727655272283,1.624212465663172
3.197799950934974e-12,231.14894813191697,232.3305541033493,1.641659502489667,1.6224204520876537
3.2700919926881864e-12,231.1484451549397,232.33004857644596,1.641356678235687,1.6221211766037693
3.3440183265738137e-12,231.14793080952634,232.3295316234714,1.6431691910327195,1.6239124487314054
3.419615898716343e-12,231.1474048387709,232.32900298622056,1.6413911528017269,1.6206298256536513
3.4969224904741144e-12,231.14686697997178,232.3284624006557,1.6431691738730339,1.6239124317738907
3.575976737321291e-12,231.14631696449288,232.32790959678167,1.6434727151247617,1.625472864050383
3.656818148156689e-12,231.1457545176278,232.3273442984976,1.643472706047305,1.6242124068840027
3.739487125049116e-12,231.14517935846789,232.32676622346773,1.6434380740887475,1.6244438197705948
