case,H2_base,H2_red,H2_err_%,CO_base,CO_red,CO_err_%,CO2_base,CO2_red,CO2_err_%,CH4_base,CH4_red,CH4_err_%,H2_CO_base,H2_CO_red,H2_CO_err_%,T_out_K_base,T_out_K_red,T_out_K_err_%
A_case1_richter,0.6274518357579374,0.6268330991580271,-0.0986110111803063,0.3229489757256765,0.32581108462140507,0.8862418248261442,0.04115288573734782,0.03920173698024901,-4.741219776303735,0.0006407720123547023,0.0004408332385884,-31.202794427860443,1.9428822597998132,1.9239158173099355,-0.9762013315120749,1595.1084113165389,1648.2153667465977,3.3293633870456802
A_case4_richter,0.5961079656331418,0.5947634836478819,-0.22554336844533326,0.34922390893509075,0.35210412954365283,0.8247489747608938,0.04533582246584091,0.043735291363704444,-3.530389469260025,2.0311017799007083e-05,1.2017087597602253e-05,-40.8346360752551,1.7069506135788048,1.6891692932392741,-1.0417009255030691,1950.8572340910132,2024.5486408588927,3.777385934763976
