time,tau_pv_full,tau_pv_red,tau_spts_full,tau_spts_red
0.0,231.1736099413871,231.20678296397722,1.6455572460473826,1.6450759111593343
1e-12,231.164270464246,231.19747638581123,1.6383044618302538,1.6378252463382315
1.0251528436041284e-12,231.16406549883365,231.1972718236819,1.6424638908668592,1.641447658483716
1.0509383527496308e-12,231.1638860706164,231.19709237407218,1.6486503548788103,1.6481681169450944
1.0773724407739181e-12,231.16370212956184,231.19690841108206,1.644339816707164,1.643858838045461
1.1044714212801028e-12,231.1635135621677,231.19671982119834,1.6383044497311967,1.6372913506211666
1.1322520182047907e-12,231.16332025208877,231.19652648806579,1.6407165287199734,1.640773379474516
1.1607313761391546e-12,231.1631220800456,231.1963282923886,1.6479686545346477,1.6474866157514345
1.1899270709095827e-12,231.16291892376321,231.19612511188316,1.6419279140875722,1.6414476400403974
1.2198571204244902e-12,231.16271065789707,231.195916821177,1.6448792098771352,1.6449367707638891
1.2505399957939098e-12,231.1624971539393,231.1957032917579,1.6383044334838404,1.6378252180087371
1.2819946327288215e-12,231.16227828015928,231.1954843918782,1.6417898162917268,1.640773362734327
1.3142404432271818e-12,231.16205390151333,231.19525998647154,1.6437998285650721,1.6438588114155892
1.34729732755389e-12,231.16182387955982,231.19502993708352,1.641391384613569,1.6409112673098583
1.3811856865221134e-12,231.16158807237048,231.1947941017763,1.6388379084570979,1.638358537131806
1.415926434083465e-12,231.16134633446043,231.1945523350375,1.6448791878045181,1.6443980515737702
1.4515410102349176e-12,231.16109851668145,231.19430448770444,1.6444785065824508,1.643997487406637
1.488051394250329e-12,231.1608444661303,231.194050406858,1.6407164889689518,1.6407733396986073
1.525480118244813e-12,231.160584026066,231.19378993573542,1.6419278765154415,1.6439974790919278
1.563850281080232e-12,231.16031703580018,231.19352291363114,1.6448791711518909,1.644398034927068
1.6031855626205156e-12,231.16004333061494,231.1932491758005,1.6448791667236986,1.644398030500451
1.643510238345506e-12,231.1597627416376,231.19296855336285,1.6444784849871705,1.6439974658190382
1.6848491943323878e-12,231.15947509575471,231.19268087317806,1.638270088105384,1.6377908826671184
1.7272279426139722e-12,231.1591802155035,231.19238595776045,1.6450180212930121,1.6445368445058137
1.770672636923222e-12,231.15887791895793,231.19208362516036,1.6444437844035464,1.643962775373727
1.8152100888338616e-12,231.1585680196133,231.19177368885858,1.6486153173221707,1.6481330896296975
1.8608677843069284e-12,231.15825032628095,231.191455957642,1.6449832858148519,1.644502119176197
1.9076739006535615e-12,231.15792464296638,231.1911302354865,1.645018000974042,1.6439974361129295
1.9556573239243783e-12,231.15759076874403,231.19079632144806,1.6382700579849874,1.638324152639348
2.004847666736317e-12,231.15724849763538,231.1904540095229,1.6394425985979821,1.6386953526082741
2.055275286547837e-12,231.156897618485,231.19010308852796,1.6431693356619517,1.6426886989512863
2.1069713043937966e-12,231.15653791483365,231.18974334197856,1.644748274883315,1.6445368017603177
2.1599676240916006e-12,231.15616916477774,231.18937454794394,1.6398477835474456,1.6391004891894871
2.2142969519303575e-12,231.15579114082584,231.18899647891146,1.6419277993880734,1.6414475253816647
2.26999281685536e-12,231.15540360978156,231.18860890165348,1.6431693115652743,1.6429575238172052
2.3270895911602085e-12,231.15500633257975,231.18821157707194,1.643169305157593,1.642419681307992
2.3856225116994567e-12,231.15459906414225,231.1878042600661,1.6413912684654017,1.6409111512029784
2.445627701634721e-12,231.15418155323533,231.18738669937025,1.6413567704553818,1.6411448928867514
2.5071421927278637e-12,231.15375354230883,231.18695863739836,1.6403483161626606,1.6396011679768405
2.5702039481948592e-12,231.15331476733544,231.18651981009668,1.6431692778740767,1.6426886411839532
2.634851886134507e-12,231.1528649576517,231.18606994677114,1.6416595654925639,1.6411793698512753
2.7011259035464915e-12,231.15240383579402,231.18560876992058,1.6398477231834947,1.6393680568574984
2.7690669009534568e-12,231.15193111731955,231.18513599506997,1.64320386124519,1.6429920803691116
2.8387168076425075e-12,231.15144651063844,231.18465133059559,1.6431692477402116,1.644232401364134
2.9101186075415387e-12,231.1509497168301,231.18415447754094,1.6437069561641011,1.6429574519693395
2.983316365746495e-12,231.15044042946073,231.1836451294374,1.6450178798521609,1.6411793308663871
3.058355255715754e-12,231.14991833439578,231.18312297210815,1.6413567019193092,1.6411448243414342
3.1352815871486365e-12,231.14938310960594,231.18258768348582,1.6413911846076938,1.6409110673750809
3.21414283456509e-12,231.14883442496046,231.1820389334084,1.6416595006606343,1.6411793050423895
3.2949876666042224e-12,231.1482719420399,231.1814763834074,1.6431951505937998,1.6427145063503632
3.3778659760598503e-12,231.1476953139195,231.1808996865165,1.6416508550811495,1.6393593851855983
3.4628289106713907e-12,231.14710418494553,231.1803084870467,1.6431951317569107,1.642714487520169
3.549928904689363e-12,231.14649819053628,231.1797024203688,1.6416508358248563,1.640902400501434
3.6392197112347745e-12,231.14587695694215,231.17908111268602,1.6416594530877167,1.6411792574863848
3.730756435472524e-12,231.14524010102286,231.17844418081592,1.6416594428432874,1.6411792472455942
3.8245955686190604e-12,231.14458723001107,231.1777912319429,1.6416594323411795,1.6424540919714261
3.920795022805579e-12,231.14391794126269,231.1771218633784,1.6400807446713077,1.6393335368272486
4.019414166818053e-12,231.14323182202352,231.17571436102173,1.6429346382571717,1.641179203351801
4.120513862736229e-12,231.14073703965883,231.17334285157912,1.6433295164122876,1.6428488232812979
4.224156503494277e-12,231.1380814484989,231.17163971333989,1.6416507004190197,1.6411705130936098
4.3304060513860304e-12,231.13721090721273,231.17083886182968,1.6433294595074042,1.6427143348218725
