cell,z,T,p,u,dz,dt_try,used_fallback,substeps,halvings,dt_min,dt_effective,X_H2,X_CO,X_CO2,X_CH4,X_H2O,X_O2,X_N2,X_O,X_OH,X_H,X_HO2,X_H2O2,H2_CO
0,0.0,2069.0614290025615,5100000.0,0.0610637144998465,0.001,0.016376337538433136,1,16,16,1e-08,0.016376337538433136,0.44242854896187,0.262857194554415,0.03152113927266715,6.975074729226838e-06,0.2560793232795931,1.5201130811681504e-09,0.006717029628408466,6.13461486122705e-09,1.5712647359035922e-05,0.00024065810091389363,1.245046270605429e-11,1.6522580999862546e-10,1.6831517574090267
1,0.001,2069.038525974939,5100000.0,0.19541308711825758,0.001,0.005117364526332021,0,52,0,1e-08,0.005117364526332021,0.4424293505190854,0.2628569011025178,0.031521498239403964,6.811443576405866e-06,0.25607868976419174,1.5196150540280956e-09,0.006717055240175605,6.132618681743438e-09,1.5709717411465485e-05,0.00024062373882635118,1.2446346633826944e-11,1.651870347360754e-10,1.6831566858749958
2,0.002,2069.016495542163,5100000.0,0.19541099580704305,0.001,0.005117419292962622,0,52,0,1e-08,0.005117419292962622,0.4424298213428237,0.2628565191815898,0.03152187858903464,6.807640930947766e-06,0.2560782893318613,1.5191343792195656e-09,0.006717082978190235,6.130679899977109e-09,1.5706881588167578e-05,0.00024059005596883197,1.2442351130412119e-11,1.651493734466478e-10,1.6831609226217397
3,0.003,2068.9944903717965,5100000.0,0.19540892392863346,0.001,0.0051174735518487195,0,52,0,1e-08,0.0051174735518487195,0.4424302825422119,0.26285613469262886,0.03152225957788666,6.808459980901743e-06,0.2560778956468365,1.5186543447545012e-09,0.006717110740742532,6.128743335604959e-09,1.5704048929468798e-05,0.00024055639666149193,1.2438360283071168e-11,1.6511175200826334e-10,1.683165139210345
4,0.004,2068.9724859638663,5100000.0,0.19540685260077365,0.001,0.005117527797467021,0,52,0,1e-08,0.005117527797467021,0.44243074340188365,0.2628557501193822,0.03152264060617944,6.809413070656917e-06,0.2560775021647868,1.5181744675788529e-09,0.0067171384671413864,6.126807393704527e-09,1.5701216806033044e-05,0.0002405227419525897,1.2434370741566726e-11,1.6507413937547752e-10,1.6831693550585944
5,0.005,2068.9504816084072,5100000.0,0.1954047812774809,0.001,0.005117582044115741,0,52,0,1e-08,0.005117582044115741,0.44243120419095977,0.2628553655337739,0.03152302165652557,6.810370190832924e-06,0.2560771086960941,1.5176947336581938e-09,0.006717166155699731,6.124872027909338e-09,1.5698385141608063e-05,0.00024048909129249842,1.2430382408494447e-11,1.6503653464720512e-10,1.6831735707297646
6,0.006,2068.928477284697,5100000.0,0.19540270994294842,0.001,0.005117636292208892,0,52,0,1e-08,0.005117636292208892,0.44243166491737856,0.2628549809378814,0.03152340272840917,6.811327575538837e-06,0.25607671523521797,1.5172151425424307e-09,0.006717193806440622,6.122937236704711e-09,1.569555393389692e-05,0.0002404554446647122,1.2426395280662278e-11,1.6499893779549996e-10,1.683177786240753
7,0.007,2068.9064729919646,5100000.0,0.19540063859673173,0.001,0.005117690541758168,0,52,0,1e-08,0.005117690541758168,0.4424321255815129,0.26285459633175384,0.03152378382180313,6.812285114306698e-06,0.25607632178195155,1.5167356941748096e-09,0.006717221419436347,6.121003019874595e-09,1.569272318274411e-05,0.00024042180206815288,1.2422409357607208e-11,1.6496134881771603e-10,1.683182001592663
8,0.008,2068.884468730011,5100000.0,0.19539856723883087,0.0010000000000000009,0.005117744792763631,0,52,0,1e-08,0.005117744792763631,0.4424325861835145,0.2628542117153826,0.031524164936694826,6.813242804274912e-06,0.2560759283362442,1.5162563885097021e-09,0.006717248994760503,6.119069377239537e-09,1.5689892888054612e-05,0.00024038816350217576,1.241842463894212e-11,1.6492376771190394e-10,1.6831862167861271
9,0.009000000000000001,2068.86246449868,5100000.0,0.19539649586925786,0.0009999999999999992,0.005117799045225003,0,52,0,1e-08,0.005117799045225003,0.44243304672352907,0.2628538270887562,0.03152454607307234,6.81420064624296e-06,0.2560755348980509,1.515777225502459e-09,0.00671727653248661,6.117136308623579e-09,1.5687063049738998e-05,0.00024035452896617714,1.241444112428781e-11,1.6488619447620061e-10,1.6831904318217725
10,0.01,2068.840460297786,5100000.0,0.1953944244880262,0.0009999999999999992,0.005117853299142009,0,52,0,1e-08,0.005117853299142009,0.4424335072017039,0.262853442451864,0.031524927230922595,6.8151586382536886e-06,0.25607514146732385,1.5152982051076996e-09,0.006717304032687782,6.115203813848359e-09,1.568423366770345e-05,0.00024032089845953504,1.2410458813259357e-11,1.6484862910867288e-10,1.683194646700228
11,0.011,2068.8184561271755,5100000.0,0.19539235309514905,0.0010000000000000009,0.005117907554514361,0,52,0,1e-08,0.005117907554514361,0.44243396761817994,0.2628530578046953,0.031525308410234085,6.8161167820205346e-06,0.2560747480440188,1.5148193272808971e-09,0.006717331495437142,6.113271892738133e-09,1.568140474185879e-05,0.00024028727198164543,1.240647770547834e-11,1.648110716074544e-10,1.6831988614220976
12,0.012,2068.796451986684,5100000.0,0.19539028169064004,0.0010000000000000009,0.005117961811341739,0,52,0,1e-08,0.005117961811341739,0.44243442797310195,0.26285267314723826,0.03152568961099423,6.817075077557168e-06,0.2560743546280912,1.5143405919772267e-09,0.006717358920807604,6.111340545116551e-09,1.5678576272114756e-05,0.00024025364953190402,1.2402497800564166e-11,1.647735219706632e-10,1.6832030759880081
13,0.013000000000000001,2068.7744478761256,5100000.0,0.19538821027451286,0.0009999999999999992,0.005118016069623842,0,52,0,1e-08,0.005118016069623842,0.4424348882666138,0.26285228847948205,0.03152607083319111,6.818033524988657e-06,0.25607396121949577,1.5138619991514144e-09,0.0067173863088718574,6.109409770805177e-09,1.5675748258377485e-05,0.00024022003110967262,1.2398519098132533e-11,1.647359801963716e-10,1.683207290398576
14,0.014,2068.752443795348,5100000.0,0.19538613884677886,0.0009999999999999992,0.005118070329360445,0,52,0,1e-08,0.005118070329360445,0.4424353484988578,0.2628519038014171,0.03152645207681232,6.818992123683095e-06,0.2560735678181866,1.5133835487590276e-09,0.00671741365970241,6.107479569628919e-09,1.567292070055835e-05,0.00024018641671436463,1.2394541597806149e-11,1.6469844628271959e-10,1.6832115046544034
15,0.015,2068.730439744173,5100000.0,0.19538406740745243,0.0010000000000000009,0.005118124590551228,0,52,0,1e-08,0.005118124590551228,0.44243580866998056,0.2628515191130323,0.03152683334184609,6.819950873051911e-06,0.25607317442411737,1.5129052407550025e-09,0.006717440973371463,6.105549941410518e-09,1.5670093598565107e-05,0.00024015280634535476,1.2390565299202453e-11,1.6466092022780812e-10,1.6832157187561196
16,0.016,2068.7084357224535,5100000.0,0.19538199595654598,0.0010000000000000009,0.005118178853195902,0,52,0,1e-08,0.005118178853195902,0.4424362687801196,0.26285113441431524,0.031527214628279926,6.820909775313736e-06,0.256072781037246,1.512427075094992e-09,0.0067174682499512965,6.1036208859749496e-09,1.5667266952309417e-05,0.00024011920000205722,1.2386590201944281e-11,1.6462340202977872e-10,1.6832199327043267
17,0.017,2068.686431730002,5100000.0,0.19537992449407396,0.0010000000000000009,0.005118233117294155,0,52,0,1e-08,0.005118233117294155,0.4424367288294219,0.2628507497052565,0.03152759593610198,6.821868828389578e-06,0.256072387657525,1.5119490517337973e-09,0.006717495489513736,6.101692403144242e-09,1.5664440761697923e-05,0.00024008559768383536,1.2382616305648506e-11,1.6458589168671109e-10,1.6832241464996438
18,0.018000000000000002,2068.664427766668,5100000.0,0.1953778530200477,0.0009999999999999974,0.005118287382845729,0,52,0,1e-08,0.005118287382845729,0.44243718881802363,0.2628503649858449,0.03152797726530084,6.822828034416838e-06,0.25607199428491145,1.511471170627048e-09,0.006717522692130654,6.099764492743573e-09,1.5661615026641917e-05,0.00024005199939009555,1.2378643609938002e-11,1.6454838919674882e-10,1.683228360142661
19,0.019,2068.642423832279,5100000.0,0.19537578153448085,0.0010000000000000009,0.005118341649850373,0,52,0,1e-08,0.005118341649850373,0.4424376487460728,0.2628499802560713,0.03152835861586335,6.823787391170868e-06,0.2560716009193586,1.5109934317298532e-09,0.006717549857873533,6.097837154596121e-09,1.5658789747049978e-05,0.0002400184051202308,1.2374672114431536e-11,1.6451089455799404e-10,1.683232573633999
20,0.02,2068.620419926667,5100000.0,0.19537371003738663,0.0010000000000000009,0.005118395918307746,0,52,0,1e-08,0.005118395918307746,0.4424381086137078,0.26284959551592313,0.031528739987778616,6.8247468996484554e-06,0.25607120756082247,1.5105158349975882e-09,0.0067175769868137655,6.095910388526024e-09,1.56559649228318e-05,0.00023998481487362525,1.237070181875017e-11,1.6447340776857227e-10,1.6832367869742657
21,0.021,2068.598416049675,5100000.0,0.19537163852877704,0.0009999999999999974,0.005118450188217588,0,52,0,1e-08,0.005118450188217588,0.4424385684210669,0.26284921076539053,0.03152912138103416,6.8257065609046555e-06,0.2560708142092604,1.5100383803857004e-09,0.006717604079022631,6.093984194357669e-09,1.5653140553897365e-05,0.00023995122864967812,1.2366732722515373e-11,1.644359288266053e-10,1.683241000164049
22,0.022,2068.576412201134,5100000.0,0.19536956700866545,0.0010000000000000009,0.005118504459579658,0,52,0,1e-08,0.005118504459579658,0.44243902816829517,0.2628488260044632,0.031529502795618315,6.826666372993594e-06,0.2560704208646249,1.509561067849564e-09,0.00671763113457104,6.092058571915263e-09,1.565031664015637e-05,0.00023991764644778636,1.236276482534853e-11,1.6439845773022517e-10,1.6832452132039675
23,0.023,2068.5544083808795,5100000.0,0.19536749547706483,0.0010000000000000009,0.0051185587323936185,0,52,0,1e-08,0.0051185587323936185,0.4424394878555294,0.26284844123313184,0.031529884231519485,6.827626337170919e-06,0.2560700275268732,1.5090838973445529e-09,0.006717658153529895,6.090133521022797e-09,1.5647493181518408e-05,0.00023988406826733452,1.2358798126870355e-11,1.643609944775386e-10,1.6832494260946
24,0.024,2068.532404588757,5100000.0,0.19536542393398681,0.0010000000000000009,0.0051186130066592376,0,52,0,1e-08,0.0051186130066592376,0.4424399474829069,0.26284805645138315,0.031530265688725814,6.828586454486793e-06,0.2560696341959638,1.5086068688263415e-09,0.006717685135969923,6.088209041505631e-09,1.564467017789454e-05,0.00023985049410773325,1.2354832626704042e-11,1.6432353906669644e-10,1.6832536388365549
25,0.025,2068.5104008245926,5100000.0,0.19536335237944527,0.0010000000000000009,0.00511866728237621,0,52,0,1e-08,0.00511866728237621,0.4424404070505734,0.2628476716592071,0.031530647167225076,6.829546722950736e-06,0.25606924087184924,1.5081299822501498e-09,0.006717712081961514,6.086285133187424e-09,1.5641847629193334e-05,0.00023981692396836353,1.2350868324469852e-11,1.6428609149580535e-10,1.6832578514304504
26,0.026000000000000002,2068.4883970882215,5100000.0,0.19536128081345291,0.0009999999999999974,0.005118721559544238,0,52,0,1e-08,0.005118721559544238,0.44244086655866677,0.2628472868565956,0.031531028667005544,6.83050714188012e-06,0.2560688475544844,1.50765323757156e-09,0.006717738991574847,6.084361795892963e-09,1.5639025535325425e-05,0.00023978335784862896,1.2346905219790648e-11,1.642486517630016e-10,1.6832620638768623
27,0.027,2068.4663933795096,5100000.0,0.19535920923602176,0.0010000000000000009,0.005118775838163116,0,52,0,1e-08,0.005118775838163116,0.4424413260073169,0.26284690204353617,0.0315314101880562,6.831467715978749e-06,0.25606845424383173,1.5071766347465462e-09,0.006717765864880298,6.082439029448529e-09,1.56362038962032e-05,0.00023974979574794474,1.234294331229152e-11,1.642112198664394e-10,1.683266276176365
28,0.028,2068.4443896982566,5100000.0,0.19535713764716528,0.0010000000000000009,0.005118830118232495,0,52,0,1e-08,0.005118830118232495,0.4424417853966741,0.2628465172200196,0.03153179173036491,6.832428439616374e-06,0.2560680609398405,1.5067001737300412e-09,0.00671779270194757,6.080516833676734e-09,1.563338271173359e-05,0.00023971623766567792,1.2338982601590577e-11,1.6417379580421716e-10,1.6832704883295888
29,0.029,2068.4223860443426,5100000.0,0.1953550660468947,0.0009999999999999974,0.005118884399752136,0,52,0,1e-08,0.005118884399752136,0.44244224472686705,0.2628461323860329,0.03153217329392003,6.833389317829425e-06,0.2560676676424733,1.5062238544783995e-09,0.006717819502846617,6.0785952084053455e-09,1.5630561981831142e-05,0.00023968268360126608,1.2335023087316377e-11,1.6413637957451224e-10,1.683274700337107
30,0.03,2068.40038241756,5100000.0,0.19535299443522527,0.0010000000000000009,0.005118938682721747,0,52,0,1e-08,0.005118938682721747,0.44244270399804253,0.262845747541568,0.03153255487870974,6.834350345611189e-06,0.25606727435168136,1.505747676946356e-09,0.006717846267646853,6.076674153456086e-09,1.562774170640131e-05,0.00023964913355406032,1.2331064769085233e-11,1.6409897117540157e-10,1.6832789121995289
31,0.031,2068.3783788177807,5100000.0,0.19535092281216626,0.0010000000000000009,0.00511899296714109,0,52,0,1e-08,0.00511899296714109,0.4424431632103286,0.2628453626866132,0.03153293648472317,6.835311527280067e-06,0.2560668810674246,1.5052716410902234e-09,0.006717872996417778,6.0747536686564704e-09,1.562492188535819e-05,0.0002396155875234894,1.2327107646525187e-11,1.64061570605067e-10,1.6832831239174166
32,0.032,2068.356375244845,5100000.0,0.19534885117773193,0.0010000000000000009,0.005119047253009861,0,52,0,1e-08,0.005119047253009861,0.4424436223638682,0.26284497782115945,0.03153331811194801,6.83627286023321e-06,0.2560664877896584,1.5047957468656595e-09,0.006717899689228513,6.072833753831908e-09,1.5622102518612625e-05,0.0002395820455089704,1.2323151719260234e-11,1.6402417786164824e-10,1.6832873354913718
33,0.033,2068.3343716985837,5100000.0,0.1953467795319355,0.0010000000000000009,0.005119101540327773,0,52,0,1e-08,0.005119101540327773,0.44244408145879427,0.2628445929451971,0.03153369976037314,6.83723434598617e-06,0.25606609451834006,1.5043199942282495e-09,0.0067179263461481925,6.070914408807146e-09,1.5619283606074488e-05,0.00023954850750988068,1.2319196986912637e-11,1.6398679294327154e-10,1.6832915469219623
34,0.034,2068.312368178839,5100000.0,0.19534470787478764,0.0010000000000000009,0.0051191558290946,0,52,0,1e-08,0.0051191558290946,0.44244454049524506,0.262844208058713,0.03153408142998698,6.838195983940881e-06,0.25606570125342687,1.5038443831337193e-09,0.006717952967245658,6.068995633407612e-09,1.561646514765439e-05,0.00023951497352562835,1.2315243449106632e-11,1.6394941584807868e-10,1.6832957582097974
35,0.035,2068.2903646854634,5100000.0,0.19534263620630224,0.0010000000000000009,0.005119210119310033,0,52,0,1e-08,0.005119210119310033,0.4424449994733528,0.2628438231616975,0.03153446312077829,6.839157775533232e-06,0.2560653079948776,1.5033689135381346e-09,0.0067179795525896795,6.067077427459904e-09,1.5613647143265077e-05,0.0002394814435556272,1.2311291105468318e-11,1.63912046574236e-10,1.6832999693554427
36,0.036000000000000004,2068.2683612182777,5100000.0,0.19534056452649148,0.000999999999999994,0.005119264410973774,0,52,0,1e-08,0.005119264410973774,0.44244545839325994,0.26284343825414314,0.031534844832735026,6.840119717771645e-06,0.25606491474264476,1.5028935853968334e-09,0.006718006102248642,6.065159790788118e-09,1.5610829592814774e-05,0.00023944791759926087,1.2307339955619106e-11,1.6387468511985271e-10,1.6833041803594873
37,0.037,2068.24635777714,5100000.0,0.1953384928353667,0.0010000000000000009,0.005119318704085688,0,52,0,1e-08,0.005119318704085688,0.4424459172550966,0.2628430533360377,0.03153522656584634,6.841081812927311e-06,0.25606452149668885,1.5024183986660054e-09,0.006718032616290937,6.0632427232194485e-09,1.5608012496216962e-05,0.0002394143956559504,1.230338999918631e-11,1.6383733148310464e-10,1.6833083912225046
38,0.038,2068.2243543619006,5100000.0,0.19533642113294117,0.0010000000000000009,0.005119372998645375,0,52,0,1e-08,0.005119372998645375,0.44244637605899556,0.2628426684073701,0.031535608320100876,6.842044062463092e-06,0.2560641282569697,1.5019433533016187e-09,0.0067180590947848754,6.061326224580018e-09,1.560519585338306e-05,0.0002393808777251049,1.229944123579572e-11,1.637999856621388e-10,1.6833126019450706
39,0.039,2068.2023509723676,5100000.0,0.19533434941922725,0.0010000000000000009,0.005119427294652603,0,52,0,1e-08,0.005119427294652603,0.44244683480510166,0.26284228346813215,0.03153599009548711,6.843006460931797e-06,0.25606373502343743,1.5014684492589573e-09,0.006718085537798154,6.059410294693791e-09,1.5602379664221236e-05,0.0002393473638061002,1.2295493665067851e-11,1.6376264765506797e-10,1.6833168125277884
40,0.04,2068.180347608422,5100000.0,0.1953322776942359,0.0010000000000000009,0.005119481592107141,0,52,0,1e-08,0.005119481592107141,0.442447293493537,0.2628418985183116,0.03153637189199392,6.843969014527585e-06,0.25606334179605733,1.5009936864946233e-09,0.00671811194539886,6.057494933389308e-09,1.559956392864656e-05,0.0002393138538983745,1.2291547286633752e-11,1.6372531746009615e-10,1.6833210229712017
41,0.041,2068.158344269896,5100000.0,0.19533020595798095,0.0010000000000000009,0.00511953589100868,0,52,0,1e-08,0.00511953589100868,0.4424477521244397,0.2628415135578992,0.031536753709609476,6.844931720615983e-06,0.25606294857478407,1.500519064964387e-09,0.006718138317654576,6.055580140492088e-09,1.5596748646569784e-05,0.00023928034800132757,1.22876021001174e-11,1.6368799507535284e-10,1.683325233275894
42,0.042,2068.13634095662,5100000.0,0.19532813421047465,0.0010000000000000009,0.005119590191356955,0,52,0,1e-08,0.005119590191356955,0.44244821069794543,0.26284112858688546,0.03153713554832352,6.845894578571312e-06,0.25606255535957495,1.5000445846238776e-09,0.006718164654632719,6.053665915827338e-09,1.559393381790026e-05,0.00023924684611434968,1.2283658105142264e-11,1.6365068049897626e-10,1.6833294434424428
43,0.043000000000000003,2068.1143376684536,5100000.0,0.1953260624517272,0.000999999999999994,0.005119644493151719,0,52,0,1e-08,0.005119644493151719,0.44244866921418424,0.2628407436052599,0.03153751740812422,6.846857590033946e-06,0.2560621621503886,1.4995702454294455e-09,0.006718190956400708,6.051752259222666e-09,1.559111944255178e-05,0.0002392133482368642,1.2279715301337033e-11,1.6361337372914169e-10,1.6833336534714098
44,0.044,2068.092334405246,5100000.0,0.19532399068175219,0.0010000000000000009,0.005119698796392778,0,52,0,1e-08,0.005119698796392778,0.4424491276732899,0.2628403586130129,0.03153789928900043,6.847820754290099e-06,0.25606176894718286,1.4990960473372067e-09,0.0067182172230256364,6.049839170505018e-09,1.5588305520436624e-05,0.00023917985436828923,1.2275773688328894e-11,1.6357607476401293e-10,1.6833378633633655
45,0.045,2068.0703311668194,5100000.0,0.1953219189005621,0.0010000000000000009,0.005119753101079753,0,52,0,1e-08,0.005119753101079753,0.4424495860753997,0.26283997361013256,0.031538281190940994,6.8487840697762135e-06,0.25606137574991444,1.4986219903027735e-09,0.006718243454574385,6.047926649499283e-09,1.5585492051463797e-05,0.0002391463645080062,1.2271833265741139e-11,1.6353878360171996e-10,1.6833420731189084
46,0.046,2068.0483279530395,5100000.0,0.19531984710816827,0.0010000000000000009,0.005119807407212439,0,52,0,1e-08,0.005119807407212439,0.4424500444206373,0.26283958859661155,0.03153866311393504,6.8497475394563835e-06,0.25606098255854415,1.4981480742826177e-09,0.006718269651113848,6.046014696033576e-09,1.5582679035547694e-05,0.00023911287865544404,1.2267894033203344e-11,1.635015002404441e-10,1.6833462827385555
47,0.047,2068.0263247637686,5100000.0,0.19531777530458216,0.0010000000000000009,0.0051198617147905886,0,52,0,1e-08,0.0051198617147905886,0.44245050270913644,0.26283920357243756,0.03153904505797113,6.850711163303136e-06,0.25606058937303217,1.4976742992331626e-09,0.006718295812710754,6.044103309935978e-09,1.5579866472602036e-05,0.00023907939681003723,1.2263955990344942e-11,1.6346422467837473e-10,1.6833504922228948
48,0.048,2068.004321598812,5100000.0,0.19531570348981836,0.0010000000000000009,0.005119916023813877,0,52,0,1e-08,0.005119916023813877,0.44245096094103703,0.26283881853760244,0.03153942702303825,6.851674936993438e-06,0.25606019619332937,1.4972006651098464e-09,0.006718321939431311,6.042192491030868e-09,1.5577054362534863e-05,0.00023904591897115282,1.2260019136788424e-11,1.6342695691362623e-10,1.6833547015725105
