z_m,T_C,rho_kg_m3,u_m_s,residence_time_s,Y_N2,X_N2,Y_AR,X_AR,Y_HE,X_HE,Y_H,X_H,Y_O2,X_O2,Y_OH,X_OH,Y_O,X_O,Y_H2,X_H2,Y_H2O,X_H2O,Y_HO2,X_HO2,Y_H2O2,X_H2O2,Y_CO,X_CO,Y_CO2,X_CO2,Y_HCO,X_HCO,Y_CH3,X_CH3,Y_CH4,X_CH4,Y_CH2O,X_CH2O,Y_T-CH2,X_T-CH2,Y_S-CH2,X_S-CH2,Y_C2H4,X_C2H4,Y_CH3O,X_CH3O,Y_C2H5,X_C2H5,Y_C2H6,X_C2H6,Y_CH,X_CH,Y_C2H2,X_C2H2,Y_C2H4OOH,X_C2H4OOH,Y_OC2H3OOH,X_OC2H3OOH,Y_C2H3,X_C2H3,Y_CH2CHO,X_CH2CHO,Y_C2H4O,X_C2H4O,Y_HCCO,X_HCCO,Y_CH2CO,X_CH2CO,Y_C2H,X_C2H,Y_CH2OH,X_CH2OH,Y_CH3OH,X_CH3OH,Y_CH3CHO,X_CH3CHO,Y_CH3CO,X_CH3CO,Y_C2H5OH,X_C2H5OH,Y_CH2CH2OH,X_CH2CH2OH,Y_CH3CHOH,X_CH3CHOH,Y_CH3CH2O,X_CH3CH2O,Y_C3H4,X_C3H4,Y_C3H3,X_C3H3,Y_C3H5,X_C3H5,Y_C3H6,X_C3H6,Y_C3H8,X_C3H8,Y_I-C3H7,X_I-C3H7,Y_N-C3H7,X_N-C3H7,Y_C3H6OOH,X_C3H6OOH,Y_OC3H5OOH,X_OC3H5OOH,Y_C4H10,X_C4H10,Y_PC4H9,X_PC4H9,Y_SC4H9,X_SC4H9,Y_C4H8,X_C4H8,Y_SC4H9O2,X_SC4H9O2,Y_C4H8OOH1-3,X_C4H8OOH1-3,Y_NC4KET13,X_NC4KET13
0.23,1260.29243227807,5.01821064505446,0.26324146902724094,0.8726052733444659,0.009003012777116015,0.00403071811017249,9.999999999999766e-31,3.1394451574607864e-31,5.510430489783783e-30,1.7266837620908126e-29,2.107071536202998e-07,2.621732831882013e-06,2.5698305157064266e-14,1.0072826008587596e-14,3.164401235255185e-08,2.3336381617256884e-08,1.1254735697593598e-13,8.822916045367011e-14,0.08216167433583955,0.5111500853854157,0.17811725972340026,0.12400563570096113,2.0429635198891608e-16,7.763139689115297e-17,6.010633564313583e-14,2.2163187944622852e-14,0.5174034256402252,0.23167857614866344,0.07231656346485844,0.020609429218363822,1.0139142744209609e-07,4.382313527586585e-08,1.3348209021447645e-05,1.1134975114184962e-05,0.1370611972367038,0.10715159055055334,6.538255217893145e-06,2.7310778078938604e-06,5.5161072665932485e-11,4.9321649250254963e-11,1.3636816872169708e-12,1.219320557329382e-12,0.0010913451689677596,0.0004879069698370064,4.723748174609763e-12,1.9090559897439444e-12,2.2001902616128002e-07,9.495206718718542e-08,0.00020573363502496793,8.581072196550689e-05,7.996671322711239e-16,7.703734440761062e-16,0.00019064776828027358,9.183194602382515e-05,1.942011090721104e-22,3.9890050886711614e-23,5.487741575208906e-24,9.050204801537983e-25,2.6522747087719338e-08,1.2299434521883565e-08,3.9207214994766184e-10,1.14238624812433e-10,0.002414493314901907,0.0006874168963302318,1.3861934865291304e-10,4.2374306764015016e-11,4.371274545947305e-06,1.3042055793062951e-06,2.165145049255967e-12,1.0849152932340222e-12,6.414729537136622e-10,2.5924493416649454e-10,1.1431125270847807e-06,4.4744437472438356e-07,5.456056407297813e-07,1.5533633241223995e-07,2.974823573735573e-09,8.667786124786594e-10,7.652010273809577e-08,2.0832262706551942e-08,3.600494011553177e-11,1.0021458953131221e-11,7.738914059399907e-12,2.154015791700501e-12,2.9948718806014634e-14,8.33579656709039e-15,1.6563637855308652e-06,5.185137338221956e-07,6.903243225951615e-08,2.2167870624566836e-08,7.116645117837456e-08,2.1731443192604946e-08,5.499582746141401e-06,1.639129903985493e-06,6.80359371685316e-07,1.9350803874205642e-07,9.280625651810685e-10,2.701347930256735e-10,8.67220428829188e-10,2.524252349341364e-10,1.795841460178019e-24,2.99966617044424e-25,2.433888024484062e-26,3.388843735341874e-27,1.6042996171435149e-09,3.4617816398233596e-10,1.6153167074791764e-12,3.5470685743345434e-13,4.5551261664899255e-12,1.0002586367412834e-12,4.9508344870954864e-08,1.1066831656239588e-08,1.5579746196184273e-26,2.192724781813963e-27,1.0718341616476076e-27,1.508520933938649e-28,2.9731007348387385e-27,3.5818526857507368e-28
0.231,1260.1412828264674,5.018495135906364,0.2632265462689734,0.876404282274888,0.009003012777116027,0.00403054929316941,9.999999999999787e-31,3.13931366929706e-31,5.5104304897837916e-30,1.7266114440645914e-29,2.1035925969933218e-07,2.617294523067623e-06,2.5587099197196303e-14,1.002881715789557e-14,3.156729133460257e-08,2.3278827459967267e-08,1.1208270061782898e-13,8.786122275107478e-14,0.08217174122320407,0.5111913033013606,0.17808529151433727,0.12397818661432872,2.0340504826542953e-16,7.728946956470643e-17,5.991159093263427e-14,2.2090453903534e-14,0.5174512268256873,0.2316902759630829,0.07231806369135726,0.020608993571862473,1.0128767630309219e-07,4.377645868305231e-08,1.3322101596520041e-05,1.1112731047865192e-05,0.13703716937221502,0.10712831906456778,6.539040223869786e-06,2.731291312319932e-06,5.4945509156830537e-11,4.91268479297285e-11,1.357967383820052e-12,1.2141603232402768e-12,0.0010889516512871949,0.0004868165114542607,4.7151797162681235e-12,1.9055133210417573e-12,2.194387658599037e-07,9.469768196836285e-08,0.00020552364819166952,8.571954694170361e-05,7.952859881611442e-16,7.661207031009169e-16,0.00018994031845293846,9.148734699629337e-05,1.929496866288717e-22,3.963134141727568e-23,5.4776159320906885e-24,9.033127573632725e-25,2.6412268945459725e-08,1.2247689335422862e-08,3.91266996499589e-10,1.1399925131076044e-10,0.002414493314774495,0.0006873881054787398,1.381792356381972e-10,4.2238000272778404e-11,4.364028550085762e-06,1.301989144076556e-06,2.1513635172553436e-12,1.0779644652377408e-12,6.399196750072944e-10,2.586063604142322e-10,1.1412361540685796e-06,4.4669120348799946e-07,5.454029689982521e-07,1.552721274016876e-07,2.970253406432784e-09,8.654107490942668e-10,7.636496024415616e-08,2.078915510172774e-08,3.5871079905834086e-11,9.983782718224931e-12,7.716407237603583e-12,2.147661387050764e-12,2.984046829900164e-14,8.305318727213939e-15,1.649154245019001e-06,5.162352126381954e-07,6.864298589490769e-08,2.2041887404701027e-08,7.087037063340863e-08,2.1640125422882808e-08,5.483662698921769e-06,1.634316541617757e-06,6.791259577509385e-07,1.931491408113111e-07,9.249662292872596e-10,2.692222542487099e-10,8.642395055791171e-10,2.5154703008139884e-10,1.7830387245951493e-24,2.978156508426975e-25,2.4269675041043434e-26,3.379066362596406e-27,1.6001137872232375e-09,3.4526047834318895e-10,1.6084720235573704e-12,3.5318904247306314e-13,4.536233835788768e-12,9.960683564472334e-13,4.9325333284307214e-08,1.102546042673306e-08,1.5464553525162252e-26,2.1764211758323057e-27,1.0633312897464864e-27,1.4964911416057511e-28,2.9561948446359353e-27,3.5613360957745347e-28
0.232,1259.9906836893947,5.018778983908441,0.26321165891699166,0.8802035060787066,0.009003012777116038,0.004030381361560701,9.999999999999805e-31,3.1391828707491766e-31,5.510430489783797e-30,1.726539505324651e-29,2.1001310420634342e-07,2.6128787794969498e-06,2.5476774331802747e-14,9.985159480887384e-15,3.1491028923723015e-08,2.32216213221369e-08,1.1162158887298901e-13,8.749611327486867e-14,0.08218175719908322,0.5112323115710826,0.17805348130997914,0.12395087661555353,2.025208259499783e-16,7.695027818062407e-17,5.971818460451077e-14,2.201822417886666e-14,0.517498765013612,0.23170190713190436,0.07231957750247642,0.020608566287982136,1.0118436012560275e-07,4.372998343530179e-08,1.3296138906234938e-05,1.1090611968654016e-05,0.1370132628473196,0.10710516753375901,6.539822077260749e-06,2.731504072587929e-06,5.4731545708655636e-11,4.893350406067384e-11,1.3522970666724296e-12,1.2090401092543534e-12,0.0010865724390040474,0.00048573264438073573,4.706665553010356e-12,1.901993301218361e-12,2.188621790964069e-07,9.444492370376433e-08,0.00020531473305919213,8.562884503032302e-05,7.909440537185864e-16,7.619062532062092e-16,0.00018923808739785872,9.114531012361004e-05,1.9171089181294081e-22,3.937525570131675e-23,5.4675443052314064e-24,9.01614279957393e-25,2.6302650886540958e-08,1.2196349934101715e-08,3.9046667103377605e-10,1.1376132906967804e-10,0.0024144933146476293,0.0006873594656265669,1.3774208286142197e-10,4.210261913437064e-11,4.356824677094322e-06,1.2997857421267538e-06,2.1377187675418795e-12,1.071082984398675e-12,6.383768330838493e-10,2.579721134852859e-10,1.139370912301604e-06,4.4594254843804617e-07,5.452012426500294e-07,1.5520823045292025e-07,2.9657064970614117e-09,8.640499631967339e-10,7.621074818076973e-08,2.0746308876857406e-08,3.573821673126737e-11,9.9463892764631e-12,7.694056897510298e-12,2.141351528346935e-12,2.9733029382307075e-14,8.27507110465872e-15,1.642002994563045e-06,5.139752392021416e-07,6.82571651020037e-08,2.1917083630565072e-08,7.057662656349685e-08,2.154953336857943e-08,5.467850042160192e-06,1.629535939325069e-06,6.778997550088651e-07,1.9279236545662273e-07,9.218918906705117e-10,2.6831625220688856e-10,8.612800371359586e-10,2.5067519738876273e-10,1.770374416912314e-24,2.956880489607163e-25,2.4200938557059114e-26,3.369355794296356e-27,1.5959556363500752e-09,3.4434891613520916e-10,1.6016822566310465e-12,3.5168348886607385e-13,4.517491806899452e-12,9.919116435216102e-13,4.914370744863883e-08,1.0984404774513006e-08,1.535064261554975e-26,2.160299785029732e-27,1.054927337308439e-27,1.4846018874160292e-28,2.939448340800017e-27,3.541013994924574e-28
0.233,1259.8406300255629,5.019062194466529,0.2631968066760891,0.8840029442733754,0.009003012777116045,0.004030214307357042,9.99999999999982e-31,3.1390527555944156e-31,5.510430489783799e-30,1.7264679424485166e-29,2.0966867035997692e-07,2.6084853816805375e-06,2.5367319832476015e-14,9.941848681561648e-15,3.1415220321574144e-08,2.3164759540341553e-08,1.1116397964664125e-13,8.713379827160352e-14,0.08219172271646236,0.5112731120794994,0.17802182768563085,0.12392370443887939,2.0164359869405882e-16,7.661378922146404e-17,5.952610160159556e-14,2.194649306705559e-14,0.5175460425794748,0.2317134702880731,0.07232110477257171,0.02060814728986778,1.0108147496604279e-07,4.368370768882013e-08,1.3270319491300218e-05,1.106861660806824e-05,0.1369894766091356,0.10708213489866107,6.540600800467027e-06,2.7317160930183165e-06,5.451916361373454e-11,4.8741600516413e-11,1.3466702107947412e-12,1.2039594353823713e-12,0.0010842073824040563,0.00048465529923106995,4.698205077724905e-12,1.8984956761726917e-12,2.1828922631157453e-07,9.419377477437491e-08,0.0002051068793362648,8.553861165659063e-05,7.86640816847408e-16,7.577295921370943e-16,0.00018854101406180413,9.080580528398738e-05,1.9048454519679596e-22,3.912175631854172e-23,5.457526154121312e-24,8.999249548162354e-25,2.6193882542546055e-08,1.2145411402932561e-08,3.8967112163658034e-10,1.1352484241038077e-10,0.0024144933145213003,0.0006873309754111754,1.3730785746384286e-10,4.196815302115364e-11,4.349662478610165e-06,1.2975952341413884e-06,2.124208883257453e-12,1.0642698751517388e-12,6.368443107878228e-10,2.5734214459010735e-10,1.1375166871590878e-06,4.451983628047222e-07,5.450004528357773e-07,1.5514463866776736e-07,2.9611826200754004e-09,8.626961856463642e-10,7.605745680216502e-08,2.0703721278659895e-08,3.5606338847587054e-11,9.909275280713117e-12,7.671861252308504e-12,2.1350857045419957e-12,2.9626392426641425e-14,8.245050955299748e-15,1.6349093138289967e-06,5.117335832760342e-07,6.787492101368592e-08,2.1793443341420304e-08,7.028519051456763e-08,2.1459658151197444e-08,5.452143579070421e-06,1.6247877301271823e-06,6.766806891756729e-07,1.9243769068525697e-07,9.188392971993376e-10,2.6741671160038905e-10,8.583417758032034e-10,2.498096629238253e-10,1.7578464731676287e-24,2.9358346182372354e-25,2.4132665446208955e-26,3.359711264961512e-27,1.5918248594745527e-09,3.434434095239785e-10,1.5949467304338196e-12,3.5019004494594733e-13,4.498898238883954e-12,9.877880849685138e-13,4.896345086544581e-08,1.0943660924886933e-08,1.5237993942590405e-26,2.1443578244328053e-27,1.0466207506098937e-27,1.4728509567858072e-28,2.9228590526268673e-27,3.5208837240894916e-28
0.234,1259.6911170546377,5.0193447729218725,0.2631819892546035,0.8878025963803917,0.00900301277711607,0.004030048122671858,9.99999999999985e-31,3.138923317690081e-31,5.510430489783819e-30,1.7263967520577312e-29,2.0932594161623217e-07,2.604114113244892e-06,2.5258725147604256e-14,9.898880534941542e-15,3.1339860800609013e-08,2.3108238505414055e-08,1.1070983152389304e-13,8.677424453486059e-14,0.08220163822267643,0.5113137066880463,0.17799032923416658,0.12389666883442084,2.007732815726466e-16,7.627996972413189e-17,5.933532710154255e-14,2.1875254953789695e-14,0.5175930618665822,0.23172496605554224,0.0723226453798042,0.02060773650228154,1.0097901693541219e-07,4.363762962539414e-08,1.3244641913453059e-05,1.1046743715975542e-05,0.13696580961758803,0.10705922011295527,6.541376415671689e-06,2.7319273779043455e-06,5.4308344463494873e-11,4.855112044503733e-11,1.341086299716593e-12,1.198917829441411e-12,0.0010818563341692708,0.0004835844077311678,4.6897976928494024e-12,1.895020195806881e-12,2.1771986858270614e-07,9.39442178450779e-08,0.00020490007690313633,8.544884232141943e-05,7.823757743090095e-16,7.535902263531612e-16,0.00018784903839649206,9.046880285273551e-05,1.8927047069359657e-22,3.887080654720298e-23,5.447560946214629e-24,8.982446901954184e-25,2.608595371891384e-08,1.209486890956054e-08,3.888802971931763e-10,1.132897758958407e-10,0.0024144933143955246,0.0006873026334875566,1.368765270907623e-10,4.183459176450574e-11,4.342541513012273e-06,1.2954174829045897e-06,2.1108319827468717e-12,1.0575241798972882e-12,6.35321992799293e-10,2.567164057056469e-10,1.1356733656933844e-06,4.444586005047781e-07,5.44800590847381e-07,1.55081349193433e-07,2.95668155310078e-09,8.613493482796875e-10,7.590507651917544e-08,2.0661389598109086e-08,3.547543470547939e-11,9.872437439534864e-12,7.649818544471554e-12,2.128863412980932e-12,2.952054796316055e-14,8.215255580844969e-15,1.6278724946839027e-06,5.095100185323815e-07,6.749620563390773e-08,2.1670950861841e-08,6.999603451240831e-08,2.1370491042363148e-08,5.436542132260992e-06,1.6200715530026038e-06,6.754686871874864e-07,1.9208509486510306e-07,9.158082008967648e-10,2.665235583727905e-10,8.554244779628403e-10,2.489503539743289e-10,1.745452869148497e-24,2.9150154660650873e-25,2.4064850447566865e-26,3.350132021418554e-27,1.5877211567519905e-09,3.4254389183246986e-10,1.5882647804882443e-12,3.4870856169534765e-13,4.480451322008286e-12,9.836972748103397e-13,4.8784547313270855e-08,1.0903225166692986e-08,1.512658836356493e-26,2.1285925636972756e-27,1.038410007177417e-27,1.4612361797791157e-28,2.9064248487542363e-27,3.500942672477822e-28
0.23500000000000001,1259.5421400564283,5.019626724557394,0.2631672063640855,0.8916024619252519,0.009003012777116076,0.004029882799724288,9.999999999999855e-31,3.1387945509758184e-31,5.510430489783821e-30,1.7263259308191156e-29,2.0898490169534396e-07,2.5997647612667667e-06,2.515097990142011e-14,9.856250886673924e-15,3.126494570817516e-08,2.3052054665454148e-08,1.1025910379115217e-13,8.641741942182178e-14,0.082211504159007,0.5113540972325763,0.17795898456942025,0.12386976857060548,1.9990979110381625e-16,7.594878728711476e-17,5.914584653269905e-14,2.180450431983046e-14,0.5176398251882406,0.2317363950504266,0.07232419920029691,0.020607333849952773,1.0087698221372135e-07,4.359174745863996e-08,1.3219104757088995e-05,1.1024992061950021e-05,0.1369422608447205,0.10703642214300366,6.542148944891488e-06,2.7321379315357396e-06,5.409907015912948e-11,4.8362047278834016e-11,1.3355448257154692e-12,1.1939148272653598e-12,0.001079519150411401,0.00048251990317982004,4.681442811247965e-12,1.8915666143799613e-12,2.1715406784677065e-07,9.369623596085434e-08,0.0002046943159654207,8.535953266558488e-05,7.781484318859645e-16,7.494876711826596e-16,0.00018716210153344595,9.013427378628446e-05,1.880684957055272e-22,3.862237039428909e-23,5.437648158598401e-24,8.965733960010881e-25,2.597885442136256e-08,1.2044717716482299e-08,3.880941474845575e-10,1.1305611435901169e-10,0.002414493314270277,0.0006872744385287224,1.3644805990483925e-10,4.170192535883274e-11,4.335461345851471e-06,1.2932523534281398e-06,2.0975862212787862e-12,1.0508449598561676e-12,6.338097657933331e-10,2.5609484963953954e-10,1.1338408368195056e-06,4.4372321621404705e-07,5.446016482389785e-07,1.5501835925703575e-07,2.952203077340427e-09,8.600093840273801e-10,7.575359797320466e-08,2.061931119055696e-08,3.534549298804311e-11,9.835872527590136e-12,7.627927052669605e-12,2.1226841613213674e-12,2.941548671027842e-14,8.185682336279636e-15,1.62089184264275e-06,5.073043230055192e-07,6.712097188138042e-08,2.1549590815626824e-08,6.970913113385276e-08,2.1282023485501788e-08,5.421044549174482e-06,1.6153870545074349e-06,6.742636779427772e-07,1.917345569358391e-07,9.127983589890137e-10,2.656367200158053e-10,8.525279049887336e-10,2.480971993135222e-10,1.733191621672509e-24,2.894419674447142e-25,2.399748839554598e-26,3.340617324131528e-27,1.5836442363706669e-09,3.4165029815083805e-10,1.5816357571521221e-12,3.472388934139256e-13,4.462149282570549e-12,9.79638815145044e-13,4.8606980906708086e-08,1.0863093865463144e-08,1.5016407128779816e-26,2.1130013286334533e-27,1.0302936172627177e-27,1.4497554331663794e-28,2.890143639938835e-27,3.4811882809439865e-28
0.23600000000000002,1259.393694372554,5.019908054586299,0.26315245771989365,0.8954025404373988,0.009003012777116076,0.004029718330834522,9.999999999999857e-31,3.1386664494699796e-31,5.5104304897838224e-30,1.7262554754427873e-29,2.0864553452269562e-07,2.595437115533043e-06,2.504407388570542e-14,9.813955649732244e-15,3.119047045648318e-08,2.2996204518373273e-08,1.0981175636409937e-13,8.606329079643812e-14,0.08222132096115109,0.5113942855257074,0.17792779232182634,0.12384300243098541,1.9905304513607428e-16,7.562021002731588e-17,5.895764553476075e-14,2.173423572643325e-14,0.5176863348264761,0.23174775788016852,0.07232576611446685,0.020606939259358175,1.0077536702115488e-07,4.354605942147273e-08,1.3193706625511143e-05,1.1003360432119758e-05,0.13691882927636478,0.1070137399690213,6.542918409874568e-06,2.7323477581528944e-06,5.389132287751801e-11,4.81743647036232e-11,1.3300452889584732e-12,1.188949971932334e-12,0.0010771956885641685,0.00048146171950539746,4.673139854124766e-12,1.88813468966042e-12,2.1659178643814828e-07,9.34498123470563e-08,0.00020448958674908218,8.52706783423798e-05,7.73958303588737e-16,7.454214500535375e-16,0.00018648014539610346,8.980218943501548e-05,1.86878450619946e-22,3.837641249170671e-23,5.42778727457758e-24,8.949109832249427e-25,2.587257479566391e-08,1.199495315306713e-08,3.873126229717113e-10,1.1282384283968604e-10,0.002414493314145553,0.0006872463892249211,1.3602242454167813e-10,4.157014394785909e-11,4.328421548830615e-06,1.2910997126445402e-06,2.0844697856078997e-12,1.0442312923364303e-12,6.323075180583998e-10,2.5547742987519676e-10,1.132018990917398e-06,4.429921652108677e-07,5.444036165908759e-07,1.549556660981972e-07,2.9477469767329816e-09,8.586762266676043e-10,7.560301188701386e-08,2.057748343506853e-08,3.5216502528695615e-11,9.799577362757158e-12,7.606185077015014e-12,2.116547463420651e-12,2.931119951326054e-14,8.156328613023278e-15,1.6139666734429866e-06,5.051162780169847e-07,6.674917345675205e-08,2.1429348083005815e-08,6.942445334425665e-08,2.119424704611885e-08,5.405649690667778e-06,1.6107338853672547e-06,6.730655908087321e-07,1.913860559837524e-07,9.098095316688117e-10,2.647561249173909e-10,8.496518212771018e-10,2.472501286260599e-10,1.721060783470427e-24,2.874043945771706e-25,2.3930574197974867e-26,3.331166444139394e-27,1.5795938087927875e-09,3.407625640929173e-10,1.5750590190387032e-12,3.457808962720223e-13,4.44399037194283e-12,9.75612313735699e-13,4.8430735968190016e-08,1.0823263434723467e-08,1.4907431834683646e-26,2.0975814945844117e-27,1.0222701187976642e-27,1.4384066333059934e-28,2.8740133712128343e-27,3.4616180325150646e-28
0.23700000000000002,1259.2457754113134,5.020188768142154,0.26313774304171117,0.8992028314501611,0.00900301277711607,0.004029554708428782,9.999999999999859e-31,3.138539007273502e-31,5.5104304897838196e-30,1.7261853826842804e-29,2.0830782419725786e-07,2.5911309681494833e-06,2.4937997052104796e-14,9.771990801383145e-15,3.111643051829304e-08,2.294068460871258e-08,1.0936774975133431e-13,8.57118270007823e-14,0.08223108905873375,0.5114342733544524,0.1778967511398528,0.12381636921537897,1.9820296278048145e-16,7.529420655410206e-17,5.87707099393045e-14,2.1664443808153014e-14,0.517732593033276,0.2317590551443916,0.0723273460042965,0.020606552657969613,1.0067416760191957e-07,4.350056375916534e-08,1.3168446139146658e-05,1.0981847627682445e-05,0.1368955139144073,0.10699117258697236,6.5436848320253065e-06,2.7325568619189897e-06,5.3685085053513665e-11,4.7988056642849975e-11,1.3245871970570638e-12,1.1840228133643981e-12,0.0010748858060851357,0.00048040979068573667,4.664888249877864e-12,1.884724182463451e-12,2.1603298680410483e-07,9.32049302866377e-08,0.00020428587930742178,8.518227493720878e-05,7.698049112069746e-16,7.413910940583981e-16,0.00018580311246933878,8.947252143216166e-05,1.8570016847154417e-22,3.813289802667566e-23,5.417977781811212e-24,8.932573636372932e-25,2.5767105091374343e-08,1.194557059872113e-08,3.865356746796115e-10,1.125929465507169e-10,0.0024144933140213694,0.0006872184842844912,1.3559959009227966e-10,4.1439237819233184e-11,4.321421699400189e-06,1.2889594292868447e-06,2.0714808907116266e-12,1.037682269092655e-12,6.308151392914859e-10,2.548641004889756e-10,1.130207719647841e-06,4.422654033042116e-07,5.442064873658171e-07,1.548932669283067e-07,2.9433130375490524e-09,8.573498107088658e-10,7.545330897388636e-08,2.053590370970522e-08,3.5088452262031344e-11,9.763548792443975e-12,7.584590930183818e-12,2.11045283686419e-12,2.9207677307348423e-14,8.127191828658501e-15,1.6070963110367023e-06,5.029456675460694e-07,6.638076476652324e-08,2.1310207776116153e-08,6.91419744006808e-08,2.1107153382204864e-08,5.390356424125003e-06,1.606111698424333e-06,6.718743546907522e-07,1.9103957097724907e-07,9.068414807370158e-10,2.6388170196625055e-10,8.467959930541946e-10,2.4640907216080894e-10,1.709058439761232e-24,2.8538850377173494e-25,2.3864102824234035e-26,3.321778661402829e-27,1.575569583157132e-09,3.398806250201717e-10,1.5685339289576994e-12,3.4433442741896776e-13,4.425972860024961e-12,9.716173825715733e-13,4.825579695085712e-08,1.0783730318743512e-08,1.4799644392648132e-26,2.0823304820153167e-27,1.0143380740855392e-27,1.427187731474331e-28,2.85803201692955e-27,3.4422294464083834e-28
0.23800000000000002,1259.0983786252596,5.0204688703310865,0.26312306205080765,0.9030033345007333,0.00900301277711607,0.004029391925022307,9.999999999999854e-31,3.13841221855665e-31,5.5104304897838196e-30,1.726115649337265e-29,2.0797175515186373e-07,2.5868461155215737e-06,2.4832739527664994e-14,9.730352389201491e-15,3.104282144784387e-08,2.2885491542946803e-08,1.0892704519898978e-13,8.53629969677623e-14,0.08224080887654829,0.5114740624857985,0.17786585969078328,0.12378986773988301,1.9735946462799365e-16,7.497074605129467e-17,5.858502586282955e-14,2.1595123307005803e-14,0.5177786020318401,0.23177028743449157,0.07232893875139687,0.02060617397361513,1.0057338031069145e-07,4.345525876650185e-08,1.314332194446085e-05,1.0960452472282442e-05,0.13687231376640518,0.10696871899999467,6.544448232798128e-06,2.732765247073005e-06,5.3480339452550184e-11,4.7803107322151625e-11,1.3191700667805399e-12,1.1791329098505388e-12,0.0010725893672601846,0.0004793640537868012,4.6566874396712475e-12,1.8813348588922356e-12,2.1547763298465432e-07,9.296157375810111e-08,0.0002040831845381647,8.509431839129915e-05,7.656877858521133e-16,7.373961434332892e-16,0.0001851309469664401,8.914524225515889e-05,1.845334863122069e-22,3.78917930225926e-23,5.408219182229032e-24,8.916124514174764e-25,2.5662435842150595e-08,1.1896565566394523e-08,3.8576325478693605e-10,1.1236341104919531e-10,0.0024144933138977114,0.0006871907224309424,1.351795261705087e-10,4.130919742488863e-11,4.314461382825096e-06,1.286831374498548e-06,2.05861779364558e-12,1.0311970032551932e-12,6.293325215949918e-10,2.5425481655148314e-10,1.1284069169388693e-06,4.4154288721744046e-07,5.440102526788146e-07,1.5483115914895904e-07,2.938901050559084e-09,8.560300720172828e-10,7.530448041745199e-08,2.0494569522010637e-08,3.496133147343194e-11,9.72778376297801e-12,7.563142983058575e-12,2.104399815653134e-12,2.910491130165671e-14,8.098269478046814e-15,1.6002800974279603e-06,5.00792281304621e-07,6.601570125190841e-08,2.119215534437319e-08,6.886166833417088e-08,2.1020734391307954e-08,5.37516365921705e-06,1.601520159283066e-06,6.706899029336413e-07,1.9069508215948996e-07,9.038939765912272e-10,2.6301338258378613e-10,8.43960194472277e-10,2.455739625031349e-10,1.6971827213392415e-24,2.8339397850691393e-25,2.3798069364654024e-26,3.312453273052238e-27,1.5715712861435667e-09,3.390044201092406e-10,1.5620598746598493e-12,3.428993495345385e-13,4.4080950679242055e-12,9.676536450350634e-13,4.808214883246116e-08,1.0744491080489049e-08,1.4693027145718014e-26,2.0672457729113043e-27,1.0064960833725789e-27,1.4160967329391466e-28,2.8421976028590705e-27,3.42302010460977e-28
0.23900000000000002,1258.9514995410145,5.020748366156714,0.2631084144739712,0.9068040491300974,0.009003012777116093,0.0040292299732376255,9.999999999999885e-31,3.1382860775732684e-31,5.5104304897838364e-30,1.726046272241372e-29,2.0763731189861507e-07,2.5825823551975168e-06,2.4728291583163024e-14,9.689036518671994e-15,3.096963884524616e-08,2.2830621963306877e-08,1.0848960443580105e-13,8.501677002146547e-14,0.08225048083321533,0.511513654660712,0.17783511665725163,0.12376349683501323,1.965224723489479e-16,7.464979812511169e-17,5.840057955321159e-14,2.1526269015921504e-14,0.5178243640153578,0.23178145533414868,0.07233054424220214,0.02060580313605214,1.0047300147902296e-07,4.341014273023333e-08,1.3118332699331332e-05,1.0939173799852885e-05,0.1368492278602626,0.10694637823034799,6.545208633114713e-06,2.732972917698842e-06,5.3277069045125795e-11,4.761950115724878e-11,1.3137934210161976e-12,1.1742798253311637e-12,0.001070306232817695,0.00047832444432240886,4.648536868504381e-12,1.877966486736368e-12,2.1492568834851606e-07,9.271972645897539e-08,0.00020388149264099928,8.500680435887255e-05,7.616064651556626e-16,7.334361448590827e-16,0.00018446359301559206,8.882032435252413e-05,1.8337824297350182e-22,3.7653063879464683e-23,5.398510976601917e-24,8.899761606132511e-25,2.5558557584778075e-08,1.1847933572339813e-08,3.849953156912996e-10,1.1213522196454764e-10,0.002414493313774572,0.0006871631024060841,1.3476220278342343e-10,4.118001334152481e-11,4.307540188660669e-06,1.2847154207872053e-06,2.045878770731767e-12,1.024774617900448e-12,6.278595578714601e-10,2.5364953347978467e-10,1.1266164773944102e-06,4.4082457396721074e-07,5.438149041270055e-07,1.5476934001958048e-07,2.934510807572938e-09,8.547169468119109e-10,7.515651713945152e-08,2.045347830978906e-08,3.483512941233073e-11,9.692279212012638e-12,7.541839594345648e-12,2.098387930625442e-12,2.900289269365814e-14,8.069559053897829e-15,1.593517377178629e-06,4.986559098886166e-07,6.565393884460179e-08,2.1075176399733276e-08,6.858350919694327e-08,2.093498198074724e-08,5.360070292939233e-06,1.5969589299376463e-06,6.69512165867379e-07,1.903525689295335e-07,9.009667874703678e-10,2.6215109759496473e-10,8.411441982042404e-10,2.4474473183855346e-10,1.685431782723823e-24,2.814205063219306e-25,2.3732468936043113e-26,3.303189580246653e-27,1.5675986332683963e-09,3.3813388616073477e-10,1.5556362369577975e-12,3.4147552383100464e-13,4.390355317014089e-12,9.637207247199746e-13,4.790977650664017e-08,1.0705542265609139e-08,1.458756267187156e-26,2.052324883085215e-27,9.987427626845941e-28,1.4051316657657145e-28,2.8265081708358405e-27,3.4039876092907945e-28
