z_m,T_C,rho_kg_m3,u_m_s,residence_time_s,Y_N2,X_N2,Y_AR,X_AR,Y_HE,X_HE,Y_H,X_H,Y_O2,X_O2,Y_OH,X_OH,Y_O,X_O,Y_H2,X_H2,Y_H2O,X_H2O,Y_HO2,X_HO2,Y_H2O2,X_H2O2,Y_CO,X_CO,Y_CO2,X_CO2,Y_HCO,X_HCO,Y_CH3,X_CH3,Y_CH4,X_CH4,Y_CH2O,X_CH2O,Y_T-CH2,X_T-CH2,Y_S-CH2,X_S-CH2,Y_C2H4,X_C2H4,Y_CH3O,X_CH3O,Y_C2H5,X_C2H5,Y_C2H6,X_C2H6,Y_CH,X_CH,Y_C2H2,X_C2H2,Y_C2H4OOH,X_C2H4OOH,Y_OC2H3OOH,X_OC2H3OOH,Y_C2H3,X_C2H3,Y_CH2CHO,X_CH2CHO,Y_C2H4O,X_C2H4O,Y_HCCO,X_HCCO,Y_CH2CO,X_CH2CO,Y_C2H,X_C2H,Y_CH2OH,X_CH2OH,Y_CH3OH,X_CH3OH,Y_CH3CHO,X_CH3CHO,Y_CH3CO,X_CH3CO,Y_C2H5OH,X_C2H5OH,Y_CH2CH2OH,X_CH2CH2OH,Y_CH3CHOH,X_CH3CHOH,Y_CH3CH2O,X_CH3CH2O,Y_C3H4,X_C3H4,Y_C3H3,X_C3H3,Y_C3H5,X_C3H5,Y_C3H6,X_C3H6,Y_C3H8,X_C3H8,Y_I-C3H7,X_I-C3H7,Y_N-C3H7,X_N-C3H7,Y_C3H6OOH,X_C3H6OOH,Y_OC3H5OOH,X_OC3H5OOH,Y_C4H10,X_C4H10,Y_PC4H9,X_PC4H9,Y_SC4H9,X_SC4H9,Y_C4H8,X_C4H8,Y_SC4H9O2,X_SC4H9O2,Y_C4H8OOH1-3,X_C4H8OOH1-3,Y_NC4KET13,X_NC4KET13
0.20600000000000002,1235.2757410665927,5.2815725592744105,0.2621035609865774,0.786936167624548,0.008545574680571901,0.003961016537995272,1.0000000000000819e-30,3.2503020552478197e-31,5.3550967760962675e-30,1.7372624062870598e-29,1.445563559547498e-07,1.8621607384235976e-06,1.887785259815343e-14,7.660731882563337e-15,2.4487923373416056e-08,1.8696691064802043e-08,6.838701703801252e-14,5.5503622464744775e-14,0.07198405550185441,0.4636457562267916,0.1906554520374071,0.13742174806368782,1.4346898686197034e-16,5.644242209697258e-17,4.920445817086338e-14,1.8783964230105178e-14,0.4403027072630627,0.20411680090757006,0.07817586568170865,0.023065969044958466,6.754990729769073e-08,3.022719078066222e-08,1.5574696659188115e-05,1.345106497519516e-05,0.2045257820911304,0.16554001288276807,5.2467027276382405e-06,2.268973815771914e-06,4.885915593767897e-11,4.522948775738114e-11,1.151500885690668e-12,1.065957735299218e-12,0.002306775743862074,0.001067704540364086,3.633650031754996e-12,1.5203579417485045e-12,4.0763183670668366e-07,1.8213067763901714e-07,0.0004745779208476147,0.0002049342786187868,5.195366090046018e-16,5.181780764694591e-16,0.0003483396296024591,0.00017371437940756098,3.005151871649766e-22,6.390725018423403e-23,3.1690748055176767e-24,5.410882061072353e-25,4.2414590349579287e-08,2.036351473755653e-08,4.374274048150729e-10,1.319543713695825e-10,0.0026248476838601335,0.0007736938130692957,1.2944848802317407e-10,4.0968169179075586e-11,5.5665478645233604e-06,1.7194705390240307e-06,2.6648767025861486e-12,1.382473376846638e-12,6.299551739219152e-10,2.635799659427197e-10,1.5842639520048032e-06,6.420198125936899e-07,7.194284346972317e-07,2.120570013620019e-07,3.2545468608758922e-09,9.817667580779071e-10,1.8875104925423362e-07,5.320115921049002e-08,7.13785273343279e-11,2.0568719902149575e-11,1.5576797239309906e-11,4.488671752602208e-12,5.2066145500302123e-14,1.5003587257609868e-14,4.863005689684399e-06,1.576086818033388e-06,1.7253094589966219e-07,5.7359931990824916e-08,2.039909730672473e-07,6.449039404607958e-08,1.848344968121037e-05,5.7034479688024695e-06,2.4532973868049853e-06,7.224065212184605e-07,2.733698283545475e-09,8.238054694235442e-10,2.5129058879555713e-09,7.572692374666704e-10,4.428290730949093e-24,7.657938583753501e-25,2.366206261887702e-26,3.410942281048886e-27,9.022048735784742e-09,2.0155342418986416e-09,7.284770423398166e-12,1.656145888985831e-12,2.095691079956564e-11,4.76441941877327e-12,2.595683887331668e-07,6.007136756202233e-08,6.575735538405236e-26,9.581619196455712e-27,4.111912749403382e-27,5.9915399431330425e-28,8.033860484903255e-27,1.0020587927225818e-27
0.20700000000000002,1235.1202826836507,5.281834860291728,0.26209054467075005,0.7907516429262467,0.008545574680571894,0.00396080501296242,1.0000000000000814e-30,3.2501284835794306e-31,5.355096776096261e-30,1.737169633514202e-29,1.4430658232354582e-07,1.8588439083759762e-06,1.878979758278099e-14,7.624591506228871e-15,2.442405331581884e-08,1.8646930023400068e-08,6.808485719951565e-14,5.5255435469081866e-14,0.07199628803305015,0.46369978167683723,0.1906155244781511,0.1373856318261276,1.4279450746726481e-16,5.617407385299556e-17,4.9031538209410815e-14,1.8716951893860902e-14,0.44036416891566393,0.20413439177148035,0.07817635914190021,0.023064882871696012,6.748039698076729e-08,3.01944738245273e-08,1.5542934349550334e-05,1.3422916656019879e-05,0.20449879758323114,0.16550933308591817,5.247286334387326e-06,2.2691050201048225e-06,4.865747294164364e-11,4.504038210542107e-11,1.1464020928451846e-12,1.0611810516778825e-12,0.002301485960367734,0.0010651992468818407,3.6253441353857885e-12,1.516801661970425e-12,4.0651183630665906e-07,1.8162055997105898e-07,0.000474096632548265,0.00020471551389455458,5.165306181856376e-16,5.151524345072245e-16,0.00034696813980111254,0.00017302118753659984,2.984520065015164e-22,6.346510698347809e-23,3.1628484407456654e-24,5.39996277590212e-25,4.222782918747151e-08,2.0272766857038296e-08,4.364208369085323e-10,1.316436996745544e-10,0.002624847683780469,0.0007736524964777939,1.2901524637296945e-10,4.082887537048974e-11,5.5559054612693826e-06,1.7160915225639305e-06,2.6468328028626047e-12,1.3730393129046127e-12,6.281318502137658e-10,2.6280303297038905e-10,1.5812231903722981e-06,6.407533308485765e-07,7.191552596511996e-07,2.119651610347763e-07,3.249468130582223e-09,9.801823618565148e-10,1.8834593491137178e-07,5.308413920093946e-08,7.109635260737827e-11,2.0486313249769712e-11,1.5524692214920735e-11,4.4734180609445396e-12,5.186046338182057e-14,1.494351902952516e-14,4.8406119833227575e-06,1.5687453010204165e-06,1.7149718238293154e-07,5.701320044751942e-08,2.0309687886932544e-07,6.420430328931886e-08,1.8427554931737862e-05,5.685896843221694e-06,2.4487816361583368e-06,7.210382907736694e-07,2.7241961458972158e-09,8.208981414538589e-10,2.503901324045023e-09,7.545153994832675e-10,4.39472863790852e-24,7.5994930854944095e-25,2.3586292848556833e-26,3.399838322625846e-27,8.997950324542688e-09,2.010043288508848e-09,7.252592469868107e-12,1.6487423870300777e-12,2.086630921057512e-11,4.743568399752779e-12,2.585670052491412e-07,5.983642394582984e-08,6.524150845263306e-26,9.505946577525714e-27,4.077300356146109e-27,5.940788354731434e-28,7.985385418042058e-27,9.959593367767854e-28
0.20800000000000002,1234.965504523827,5.282096451102128,0.2620775648854294,0.7945673071950946,0.008545574680571896,0.003960594701252347,1.0000000000000814e-30,3.249955907530597e-31,5.355096776096263e-30,1.737077392892633e-29,1.440582530580917e-07,1.8555465946089344e-06,1.8702532590122073e-14,7.588777832264453e-15,2.436062283293246e-08,1.8597515469959048e-08,6.778530553874372e-14,5.5009408115923365e-14,0.07200845282857876,0.46375350454668834,0.19057581798023793,0.1373497200600506,1.421260973272589e-16,5.59081585391659e-17,4.8859978173558724e-14,1.8650471422188106e-14,0.44042526490001155,0.2041518726344941,0.0781768697981064,0.02306380882163147,6.7411222612169e-08,3.016191974440804e-08,1.5511372044516723e-05,1.3394948085391554e-05,0.2044719575970061,0.1654788232770768,5.247868116978162e-06,2.2692361038736256e-06,4.845747165904214e-11,4.485286674967843e-11,1.1413473134951401e-12,1.0564459352626676e-12,0.002296231736784693,0.0010627109978112957,3.6171014413137203e-12,1.5132726586437246e-12,4.0539977860066887e-07,1.8111409966526934e-07,0.0004736180605218746,0.0002044980068425663,5.135545392855934e-16,5.12157100170288e-16,0.0003456080116869856,0.0001723337868919028,2.9641192170417283e-22,6.302794097018597e-23,3.156660921744117e-24,5.389112595326333e-25,4.204269348966094e-08,2.0182815048453246e-08,4.354214647989268e-10,1.3133527109643832e-10,0.002624847683701167,0.0007736114168812025,1.2858529654923755e-10,4.069065036550315e-11,5.545337688396869e-06,1.7127364322793192e-06,2.628987845996983e-12,1.3637098621969136e-12,6.263226492956456e-10,2.6203217024628586e-10,1.5782027457136506e-06,6.394954091557055e-07,7.188835844148115e-07,2.1187383624774729e-07,3.2444185228634522e-09,9.78607213237292e-10,1.8794355295530871e-07,5.2967917678619793e-08,7.081653592903646e-11,2.0404600964851143e-11,1.5473001690297546e-11,4.45828676984941e-12,5.1656519353977495e-14,1.488396249298666e-14,4.81841991919582e-06,1.5614703822289373e-06,1.7047410751143702e-07,5.667007615759235e-08,2.0221063076281883e-07,6.39207425287212e-08,1.8372079982941266e-05,5.6684788205448555e-06,2.444295020195406e-06,7.196790010050792e-07,2.714768928311609e-09,8.180139448119865e-10,2.494968676141297e-09,7.517837513419556e-10,4.36156711393293e-24,7.541748735203873e-25,2.351113192964032e-26,3.388824326908913e-27,8.974026958033931e-09,2.0045926251937646e-09,7.220698978300137e-12,1.641404832929371e-12,2.0776502017081588e-11,4.722901608928839e-12,2.5757399695162017e-07,5.960346138538847e-08,6.473197601567394e-26,9.431204873462239e-27,4.0431304382011286e-27,5.890688627143558e-28,7.937416421053399e-27,9.89923944916982e-28
0.209,1234.8113998819385,5.282357338129706,0.262064621301245,0.7983831599226953,0.0085455746805719,0.003960385590500867,1.000000000000082e-30,3.2497843169556056e-31,5.355096776096265e-30,1.7369856789995421e-29,1.4381135249250164e-07,1.8522685836621236e-06,1.861604675098649e-14,7.55328634340827e-15,2.4297626721730162e-08,1.85484432766953e-08,6.748832710408932e-14,5.4765511311124655e-14,0.07202055056728632,0.46380692790156935,0.19053633028533104,0.13731401065756912,1.4146367282116464e-16,5.564464246760355e-17,4.868976075685128e-14,1.8584516008442745e-14,0.44048599897027635,0.2041692446523234,0.07817739746019794,0.023062746766004887,6.734238083349363e-08,3.012952689127404e-08,1.548000748712865e-05,1.3367157220106253e-05,0.20444526074583325,0.16544848177899252,5.248448082309379e-06,2.2693670633331833e-06,4.825913001841906e-11,4.466692070404568e-11,1.1363359580191776e-12,1.0517518262477194e-12,0.0022910126634836255,0.0010602395954167673,3.608921142394127e-12,1.5097705820092642e-12,4.042955693445332e-07,1.806112530341416e-07,0.00047314217699444315,0.0002042817444567396,5.106079352987774e-16,5.091916285956233e-16,0.00034425909696711714,0.00017165210147093918,2.943945670720393e-22,6.259567301072621e-23,3.150511807673593e-24,5.378330729711146e-25,4.185916142772339e-08,2.009364856478687e-08,4.3442919918461625e-10,1.3102905766892421e-10,0.0026248476836222383,0.0007735705718644642,1.2815859743082512e-10,4.055348073447281e-11,5.534843623668738e-06,1.7094049713340796e-06,2.6113387183005945e-12,1.354483380499447e-12,6.245273922970816e-10,2.612673004884739e-10,1.5752023832863177e-06,6.382459479724117e-07,7.186133933015047e-07,2.117830215727335e-07,3.2393977245992685e-09,9.7704121192996e-10,1.875438719069168e-07,5.285248538037283e-08,7.053904637265136e-11,2.0323573891084016e-11,1.5421720370974014e-11,4.4432763072998325e-12,5.145429041205686e-14,1.4824910839851877e-14,4.796426723970464e-06,1.5542611411010568e-06,1.6946156053475107e-07,5.633050463173527e-08,2.0133212269801543e-07,6.363967739145272e-08,1.8317019674917726e-05,5.651192254824635e-06,2.4398372149997674e-06,7.183285517231283e-07,2.7054156845834865e-09,8.15152585650737e-10,2.486107028086149e-09,7.490740087362556e-10,4.328799524335376e-24,7.4846938747969955e-25,2.3436571815217097e-26,3.377899099619427e-27,8.950276553913769e-09,1.999181769448104e-09,7.1890861062161724e-12,1.6341323311941531e-12,2.0687478491764726e-11,4.702416545692138e-12,2.565892540958253e-07,5.937245378146124e-08,6.422865150918896e-26,9.357378315114794e-27,4.009395308678073e-27,5.8412293947631305e-28,7.889945838119398e-27,9.83951643765027e-28
0.21,1234.6579621783249,5.282617527629577,0.26205171359736645,0.8021992006051709,0.008545574680571898,0.003960177668539924,1.000000000000082e-30,3.249613701869681e-31,5.3550967760962626e-30,1.7368944864981416e-29,1.4356586506286535e-07,1.849009663596176e-06,1.8530329376465438e-14,7.518112597863992e-15,2.4235059843364005e-08,1.849970936777917e-08,6.719388745533625e-14,5.452371639103345e-14,0.07203258191695057,0.4638600547557155,0.19049705916297377,0.13727850153867346,1.408071516451895e-16,5.5383492485702943e-17,4.85208688512136e-14,1.8519078925760645e-14,0.44054637482607956,0.20418650896448373,0.07817794194683948,0.023061696579811695,6.727386826206127e-08,3.00972936076986e-08,1.5448838442710316e-05,1.3339542037923945e-05,0.2044187056797514,0.1654183069529918,5.249026236726092e-06,2.2694978946062387e-06,4.80624262536646e-11,4.4482523276644475e-11,1.1313674454543978e-12,1.047098173139477e-12,0.0022858283242848908,0.0010577848390837651,3.600802439527076e-12,1.5062950859097095e-12,4.031991131584251e-07,1.8011197591326654e-07,0.00047266895229791433,0.00020406671293059773,5.076903762163918e-16,5.062555821050616e-16,0.000342921248051188,0.00017097605566424287,2.923995820853294e-22,6.216822510677497e-23,3.144400657226534e-24,5.367616389299641e-25,4.167721128911678e-08,2.000525672036449e-08,4.334439514062701e-10,1.3072503163925035e-10,0.0026248476835436523,0.0007735299590508198,1.2773510851501949e-10,4.041735325176179e-11,5.524422356532873e-06,1.706096846727603e-06,2.5938823526024193e-12,1.3453582484237357e-12,6.227459020925021e-10,2.6050834719372877e-10,1.572221870305034e-06,6.370048486307774e-07,7.183446696013286e-07,2.1169271129322256e-07,3.2344054243964224e-09,9.754842582682051e-10,1.871468597067794e-07,5.2737832886802585e-08,7.026385308021568e-11,2.024322289704745e-11,1.537084295735063e-11,4.428385100742125e-12,5.1253753638635014e-14,1.4766357290892543e-14,4.7746296493177655e-06,1.5471166656545862e-06,1.684593831806719e-07,5.599443222906427e-08,2.00461249233579e-07,6.33610737151456e-08,1.8262368824602108e-05,5.634035494029948e-06,2.4354078845272664e-06,7.169868392554239e-07,2.696135464649729e-09,8.123137691370689e-10,2.4773154624977636e-09,7.463858871588771e-10,4.296419339961732e-24,7.428317033399252e-25,2.33626045246187e-26,3.367061456730349e-27,8.926696962813173e-09,1.993810224130499e-09,7.157749990882547e-12,1.626923982202636e-12,2.0599227955861835e-11,4.682110721796588e-12,2.5561266682946943e-07,5.914337502458116e-08,6.373143012413115e-26,9.284451395309191e-27,3.9760873953541916e-27,5.792399463461872e-28,7.842966103676866e-27,9.780414716358852e-28
0.211,1234.5051848973394,5.282877025865733,0.26203884145267575,0.8060154287431686,0.008545574680571901,0.003959970923369549,1.000000000000082e-30,3.249444052425973e-31,5.355096776096267e-30,1.7368038101253655e-29,1.433217756069118e-07,1.8457696278365478e-06,1.8445369998319547e-14,7.483252245582377e-15,2.417291716886903e-08,1.8451309754043745e-08,6.690195291113423e-14,5.4283995322588004e-14,0.07204454753672974,0.46391288808491843,0.19045800242257,0.13724319065887086,1.4015645327314824e-16,5.5124676156534095e-17,4.835328576329738e-14,1.845415360942421e-14,0.4406063961092173,0.2042036666913529,0.07817850307341769,0.023060658138077447,6.720568164718092e-08,3.0065218297539515e-08,1.5417862727848886e-05,1.3312100562473397e-05,0.20439229104891832,0.16538829716821873,5.249602587272309e-06,2.2696285942089643e-06,4.786733908527072e-11,4.4299654237030704e-11,1.126441207595425e-12,1.0424844365367217e-12,0.0022806783245278087,0.0010553465382992368,3.592744554521566e-12,1.5028458331564385e-12,4.0211031926053514e-07,1.796162262209721e-07,0.00047219835978445414,0.00020385289977746055,5.048014419010005e-16,5.033485330631617e-16,0.00034159432213616667,0.00017030557628999892,2.904266161957628e-22,6.17455214125526e-23,3.138327044733916e-24,5.356968811660476e-25,4.149682206774472e-08,1.991762917407715e-08,4.3246563535538936e-10,1.3042316604258045e-10,0.002624847683465432,0.0007734895760963559,1.2731479009903036e-10,4.0282254952719305e-11,5.514072996943986e-06,1.7028117720037233e-06,2.576615762628964e-12,1.336332889221644e-12,6.209780061716113e-10,2.59755235835595e-10,1.569260979862613e-06,6.357720149205612e-07,7.180773982708513e-07,2.1160290019556466e-07,3.2294413191509753e-09,9.739362551807638e-10,1.8675248603652744e-07,5.2623951275983845e-08,6.99909262835678e-11,2.0163539170190235e-11,1.532036435194727e-11,4.413611636750123e-12,5.105488689199911e-14,1.470829529395935e-14,4.753026027005082e-06,1.540036070314055e-06,1.6746742107668016e-07,5.5661806628614474e-08,1.995979083315438e-07,6.308489843054227e-08,1.8208122461191543e-05,5.617006952621e-06,2.4310067173274017e-06,7.156537672519838e-07,2.6869273575840016e-09,8.094972123975493e-10,2.4685930972369233e-09,7.437191128806497e-10,4.2644202093904696e-24,7.372607052000898e-25,2.3289222311421075e-26,3.3563102486427514e-27,8.903286184606267e-09,1.9884775257510343e-09,7.126686940697173e-12,1.619778925683325e-12,2.05117400890883e-11,4.661981731745442e-12,2.546441295657923e-07,5.891620000622417e-08,6.324020990821316e-26,9.212409029128799e-27,3.943199353339961e-27,5.744187974563651e-28,7.79646987055708e-27,9.72192494500146e-28
0.212,1234.3530616424073,5.2831358389449825,0.26202600455400293,0.8098318438417467,0.008545574680571903,0.0039597653431780915,1.0000000000000826e-30,3.2492753589321688e-31,5.355096776096267e-30,1.7367136447007396e-29,1.4307906907110528e-07,1.8425482714078106e-06,1.8361158322804602e-14,7.448701009514558e-15,2.4111193732508116e-08,1.8403240497415195e-08,6.661249028791786e-14,5.404632049140821e-14,0.07205644807517457,0.46396543081615516,0.19041915790092037,0.1372080760008833,1.395114984539102e-16,5.48681615610724e-17,4.8186994997252927e-14,1.8389733573965632e-14,0.4406660664088123,0.20422071893762625,0.07817908066322796,0.02305963131927536,6.713781772035707e-08,3.003329935905351e-08,1.5387078181574696e-05,1.328483083840975e-05,0.20436601553759914,0.1653584508299702,5.25017714049257e-06,2.2697591585444966e-06,4.7673847532279104e-11,4.411829364213182e-11,1.1215566846617745e-12,1.037910085119545e-12,0.0022755622642280275,0.001052924500232455,3.5847467173114355e-12,1.4994224901851324e-12,4.010290959772925e-07,1.7912396150630177e-07,0.00047173037115818666,0.0002036402918157985,5.019407189897171e-16,5.004700607867047e-16,0.0003402781772208352,0.00016964059060686532,2.884753239566487e-22,6.132748719882055e-23,3.1322905446329554e-24,5.346387235190402e-25,4.131797288829515e-08,1.983075565303114e-08,4.314941656000984e-10,1.3012343413706785e-10,0.0026248476833875614,0.0007734494206939333,1.2689760307723214e-10,4.014817306957405e-11,5.503794666309588e-06,1.699549464459713e-06,2.5595360074674505e-12,1.3274057503417852e-12,6.192235337901821e-10,2.5900789267289485e-10,1.5663194870561113e-06,6.34547351521677e-07,7.178115633771672e-07,2.1151358281672226e-07,3.2245051076552664e-09,9.72397106266976e-10,1.8636072010050925e-07,5.251083149847146e-08,6.972023631483196e-11,2.0084513931723367e-11,1.5270279459415617e-11,4.3989544034103765e-12,5.0857668137292854e-14,1.4650718331273396e-14,4.731613214351454e-06,1.5330184782335713e-06,1.664855222456945e-07,5.5332576329009296e-08,1.9874199862516192e-07,6.28111186978277e-08,1.815427559950971e-05,5.600105041637758e-06,2.4266333915774176e-06,7.14329236393254e-07,2.677790450209338e-09,8.06702632049066e-10,2.4599390502321733e-09,7.410734123528743e-10,4.23279588402663e-24,7.317552953853212e-25,2.3216417497955235e-26,3.345644336337746e-27,8.880042162283113e-09,1.9831831984345635e-09,7.0958932511441065e-12,1.6126962988788097e-12,2.042500462781699e-11,4.642027184181787e-12,2.5368353675636526e-07,5.869090364069056e-08,6.275489061360438e-26,9.141236385914555e-27,3.910723950340764e-27,5.6965842375913e-28,7.750449881846866e-27,9.664037899983489e-28
0.213,1234.2015860935903,5.2833939729341175,0.2620132025903108,0.8136484454103463,0.008545574680571903,0.003959560916318731,1.0000000000000826e-30,3.2491076118312027e-31,5.355096776096267e-30,1.7366239851160862e-29,1.428377306978139e-07,1.8393453933307167e-06,1.8277684254250787e-14,7.414454695084973e-15,2.40498846594639e-08,1.8355497731894343e-08,6.632546704904368e-14,5.3810664822171516e-14,0.07206828417215902,0.4640176858373265,0.19038052346846968,0.13717315557831372,1.3887220948629464e-16,5.461391740563024e-17,4.8021980388314133e-14,1.8325812463967625e-14,0.44072538926015653,0.20423766679059063,0.0781796745407476,0.02305861600320454,6.707027329430108e-08,3.000153522899367e-08,1.5356482683227345e-05,1.3257730946738307e-05,0.204339877840036,0.16532876635917243,5.2507499032487065e-06,2.2698895842427008e-06,4.748193102246105e-11,4.393842193772659e-11,1.1167133277675584e-12,1.0333745979227987e-12,0.0022704797559436143,0.001050518537994227,3.5768081739856283e-12,1.496024730402219e-12,3.999553543885437e-07,1.7863514057579464e-07,0.0004712649596151045,0.00020342887652348394,4.991078026235344e-16,4.976197532614032e-16,0.0003389726746894857,0.00016898102760033474,2.86545367996616e-22,6.091404948393943e-23,3.1262907416498347e-24,5.335870916455639e-25,4.114064337831918e-08,1.9744626130913798e-08,4.305294585846222e-10,1.2982580976452466e-10,0.002624847683310037,0.0007734094905686117,1.264835090483781e-10,4.0015095064968394e-11,5.493586502900605e-06,1.6963096468037688e-06,2.542640212813345e-12,1.3185753144246533e-12,6.174823177616975e-10,2.582662454968133e-10,1.5633971714352917e-06,6.333307649913022e-07,7.175471498153827e-07,2.1142475394909415e-07,3.2195964946954624e-09,9.708667170256054e-10,1.8597153210345291e-07,5.239846479328949e-08,6.945175425145546e-11,2.000613862223862e-11,1.5220583317722207e-11,4.384411928073102e-12,5.066207588090016e-14,1.459362004441263e-14,4.710388628955513e-06,1.5260630325306338e-06,1.6551353798885315e-07,5.500669094098119e-08,1.9789342118404597e-07,6.253970246380575e-08,1.810082338950778e-05,5.583328214770379e-06,2.4222875985078956e-06,7.130131512812875e-07,2.6687238543802326e-09,8.039297524106085e-10,2.451352462572262e-09,7.384485191573035e-10,4.201540262609989e-24,7.263144021255042e-25,2.3144182580759516e-26,3.33506260654143e-27,8.856962919878918e-09,1.9779267847107615e-09,7.065365326178632e-12,1.6056752641169747e-12,2.0339011560712245e-11,4.622244746300774e-12,2.527307856670417e-07,5.846746150677117e-08,6.227537437508196e-26,9.070918987838511e-27,3.878654136594228e-27,5.649577831999129e-28,7.704899050890368e-27,9.606744574014137e-28
0.214,1234.050752030355,5.2836514337956855,0.26200043525587813,0.8174652329627157,0.0085455746805719,0.003959357631321272,1.0000000000000822e-30,3.2489408017109453e-31,5.355096776096264e-30,1.7365348263406905e-29,1.4259774591856e-07,1.8361607952503909e-06,1.8194937870120363e-14,7.38050918004704e-15,2.3988985148943666e-08,1.8308077650669027e-08,6.604085120667572e-14,5.357700169885401e-14,0.07208005645781163,0.464069655991814,0.19034209702614577,0.13713842743375598,1.3823851001844862e-16,5.436191294275827e-17,4.7858226022612466e-14,1.826238402344087e-14,0.44078436814648125,0.2042545113215751,0.0781802845341094,0.02305761207178787,6.700304520807264e-08,2.9969924358136765e-08,1.5326074142013694e-05,1.323079899581476e-05,0.20431387667370202,0.16529924220358364,5.2513208822621755e-06,2.2700198679691374e-06,4.7291569321987466e-11,4.376001989326305e-11,1.1119105972894513e-12,1.0288774628228287e-12,0.0022654304148550758,0.0010481284660474348,3.5689281820562743e-12,1.492652232206151e-12,3.9888900629670393e-07,1.78149722586374e-07,0.00047080209811199594,0.00020321864129091435,4.963022952529346e-16,4.947972059478093e-16,0.000337677677836971,0.00016832681724706345,2.8463641705333764e-22,6.050513661520171e-23,3.1203272250923157e-24,5.32541912045639e-25,4.0964813454302574e-08,1.9659230725255862e-08,4.2957143193947803e-10,1.2953026714246534e-10,0.0026248476832328783,0.0007733697834799566,1.2607247024110242e-10,3.98830086083599e-11,5.483447658584138e-06,1.6930920461478099e-06,2.5259255574026996e-12,1.309840092252898e-12,6.157541934056467e-10,2.575302231908976e-10,1.5604938156030782e-06,6.321221631976291e-07,7.172841423626677e-07,2.1133640836233124e-07,3.21471518873671e-09,9.693449941584419e-10,1.8558489243121164e-07,5.228684245712732e-08,6.918545154944393e-11,1.9928404796008604e-11,1.5171271024104164e-11,4.369982756016772e-12,5.0468088921988985e-14,1.4536994162704684e-14,4.689349728411493e-06,1.5191688897086565e-06,1.6455132231450358e-07,5.468410099718173e-08,1.9705207849973732e-07,6.227061814109684e-08,1.8047761032558442e-05,5.56667494253515e-06,2.4179690294631565e-06,7.117054166314487e-07,2.659726691667019e-09,8.011783008882537e-10,2.4428324854808096e-09,7.358441700810539e-10,4.170647360707686e-24,7.209369742712036e-25,2.307251016928908e-26,3.3245639628890176e-27,8.834046486146252e-09,1.9727078284672835e-09,7.035099609962194e-12,1.5987149932905961e-12,2.025375101670564e-11,4.602632118375361e-12,2.517857748123924e-07,5.824584948541889e-08,6.180156524001094e-26,9.001442641300294e-27,3.846982999477609e-27,5.603158540948456e-28,7.659810412861803e-27,9.550036115646851e-28
0.215,1233.9005533007507,5.283908227473879,0.2619877022460374,0.8212822060168969,0.008545574680571903,0.0039591554768756854,1.000000000000083e-30,3.248774919290699e-31,5.3550967760962654e-30,1.7364461634140877e-29,1.423591004936262e-07,1.8329942832238812e-06,1.8112909446580464e-14,7.346860424779363e-15,2.3928490494762895e-08,1.826097652170172e-08,6.575861143058642e-14,5.3345305052472094e-14,0.0720917655538665,0.46412134408530503,0.19030387651032774,0.13710388964178355,1.3761032525588646e-16,5.411211805248305e-17,4.76957163354878e-14,1.819944213319082e-14,0.4408430064981963,0.20427125358477088,0.07818091046962597,0.023056619407360784,6.693613040104018e-08,2.9938465244221025e-08,1.5295850510336887e-05,1.320403313277398e-05,0.20428801076159436,0.16526987682276595,5.251890084705985e-06,2.2701500066715934e-06,4.710274261609172e-11,4.358306867609612e-11,1.1071479646679275e-12,1.0244181781941011e-12,0.0022604138719804585,0.0010457541063147002,3.561106016354596e-12,1.4893046814433823e-12,3.9782996691995665e-07,1.776676682469695e-07,0.0004703417617098588,0.00020300957443155206,4.93523807881153e-16,4.920020230142414e-16,0.00033639305374787094,0.00016767789145011926,2.827481482446992e-22,6.010067875057809e-23,3.114399596404174e-24,5.315031133489006e-25,4.0790463593934085e-08,1.9574559827902784e-08,4.286200053591009e-10,1.2923678112790154e-10,0.002624847683156061,0.0007733302972188056,1.256644495902982e-10,3.975190159987356e-11,5.473377302691227e-06,1.6898963951914522e-06,2.5093892881333623e-12,1.301198630570708e-12,6.140389998597846e-10,2.5679975627800276e-10,1.5576092070084658e-06,6.309214560424102e-07,7.170225269595456e-07,2.1124854117991754e-07,3.2098609049865324e-09,9.678318464888337e-10,1.852007727447538e-07,5.2175956152245956e-08,6.892130051671729e-11,1.9851304257156753e-11,1.5122337831597017e-11,4.355665478217865e-12,5.0275686671111256e-14,1.448083459486708e-14,4.668494035345721e-06,1.5123352277521065e-06,1.6359873254934104e-07,5.436475815450081e-08,1.9621787576984992e-07,6.200383501333106e-08,1.7995083891298083e-05,5.550143746113991e-06,2.4136773932816252e-06,7.104059423841492e-07,2.6507981133946736e-09,7.984480140050016e-10,2.434378297296554e-09,7.332601102254946e-10,4.1401113444348405e-24,7.156219871080801e-25,2.3001393062948106e-26,3.314147336998251e-27,8.811290996434405e-09,1.967525897687079e-09,7.0050926757967926e-12,1.5918146880519057e-12,2.0169213407845496e-11,4.583187066173974e-12,2.5084840598394824e-07,5.802604422843471e-08,6.133336967869105e-26,8.932793511066272e-27,3.81570381510818e-27,5.557316426328884e-28,7.61517718262618e-27,9.493903901281439e-28
