phi,T0,p0,feasible,pv_err,delay_diff,tau_mis,post_ign_resid,kept_species
0.9,1450.0,101325.0,True,0.1179792236984321,0.02399999999999996,10.295454899235386,0.0,31
1.0,1500.0,101325.0,True,0.5978886552071859,0.36794205016101617,45.76923214624453,0.0,31
0.85,1450.0,101325.0,True,0.03564644314661843,0.003999999999999916,6.066734352460367,0.0,31
0.95,1400.0,101325.0,True,0.8959194957876339,0.822124262052576,67.98255978207726,0.0,31
